,_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/world_model_loss,train/rewards_mean,train/epsilon,train/q_pred_mean,train/q_loss,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval/time_to_first_band_entry_mean,eval/band_visits_mean,eval/success_reach_rate,eval/successes_reach,eval/video,eval_video/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval_video/successes_strict,eval_video/successes_reach
171,1276,8073.82918214798,178794,1778805446.4574742,932.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
172,1299,8374.901121854782,181500,1778805747.529414,,,,0.00012680576764978468,-0.009999999776482582,0.009999999776482582,-0.7315892577171326,2.9152767658233643,,,,,,,,,,,,,,,,,
173,1339,8423.478834152222,187000,1778805796.1071262,,,,0.0003347229794599116,-0.009999999776482582,0.009999999776482582,-0.7387320399284363,2.895249366760254,,,,,,,,,,,,,,,,,
174,1340,8424.53952217102,187131,1778805797.1678143,978.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
175,1349,8437.029366493225,188500,1778805809.6576586,,,,0.00024010564084164798,-0.009999999776482582,0.009999999776482582,-0.7407435178756714,2.8863425254821777,,,,,,,,,,,,,,,,,
176,1353,8441.477940559387,189000,1778805814.1062326,,,,0.0003899401053786278,-0.009999999776482582,0.009999999776482582,-0.7396982908248901,2.8880181312561035,,,,,,,,,,,,,,,,,
177,1363,8489.596456766129,190201,1778805862.2247488,995.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
178,1365,8491.370099067688,190404,1778805863.9983912,997.0,180.0,-0.800000011920929,,,,,,,,,,,,,,,,,,,,,,
179,1370,8496.156522989273,191004,1778805868.784815,1000.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
180,1380,8508.124831199646,192500,1778805880.7531233,,,,0.00022462834022007883,-0.009999999776482582,0.009999999776482582,-0.7419053912162781,2.8836753368377686,,,,,,,,,,,,,,,,,
181,1381,8508.954716920853,192604,1778805881.583009,1008.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
182,1388,8516.284932374954,193500,1778805888.9132245,,,,0.0002426524442853406,-0.009999999776482582,0.009999999776482582,-0.7442734241485596,2.8790009021759033,,,,,,,,,,,,,,,,,
183,1389,8517.396080493927,193636,1778805890.0243726,1014.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
184,1395,8523.220893144608,194346,1778805895.8491852,1019.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
185,1397,8524.765519618988,194546,1778805897.3938117,1020.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
186,1399,8528.248952388763,194946,1778805900.8772445,1022.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
187,1401,8529.898771762848,195146,1778805902.5270638,1023.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
188,1405,8533.298793792725,195579,1778805905.9270859,1026.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
189,1425,8556.499205589294,198415,1778805929.1274977,1041.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
190,1426,8557.141695261002,198500,1778805929.7699873,,,,0.0004244412702973932,-0.009999999776482582,0.009999999776482582,-0.7470790147781372,2.8735947608947754,,,,,,,,,,,,,,,,,
191,1432,8563.306876659393,199263,1778805935.9351687,1046.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
192,1433,8564.940806150436,199463,1778805937.5690982,1047.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
193,1447,8849.453665733337,201201,1778806222.0819578,1056.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
194,1452,8855.598466396332,201894,1778806228.2267585,1060.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
195,1455,8857.710610866547,202116,1778806230.338903,1062.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
196,1456,8859.410128831863,202316,1778806232.038421,1063.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
197,1457,8860.645322084427,202450,1778806233.2736142,1064.0,134.0,-0.3400000035762787,,,,,,,,,,,,,,,,,,,,,,
198,1461,8864.793469190598,202908,1778806237.4217613,1067.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
199,1488,8896.701300144196,206500,1778806269.3295922,,,,0.0002746042446233332,-0.009999999776482582,0.009999999776482582,-0.7519890069961548,2.861865282058716,,,,,,,,,,,,,,,,,
200,1514,8928.177337646484,209990,1778806300.8056297,1106.0,67.0,0.33000001311302185,,,,,,,,,,,,,,,,,,,,,,
201,1516,8966.877928733826,210001,1778806339.5062208,1107.0,11.0,-0.10999999940395355,,,,,,,,,,,,,,,,,,,,,,
202,1519,8971.313153743744,210500,1778806343.9414458,,,,0.00021700901561416686,-0.009999999776482582,0.009999999776482582,-0.7549008131027222,2.8551154136657715,,,,,,,,,,,,,,,,,
203,1521,8973.688075304031,210801,1778806346.3163674,1111.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
204,1522,8975.312395572662,211000,1778806347.9406877,,,,0.000769825535826385,-0.009999999776482582,0.009999999776482582,-0.7552060484886169,2.8532888889312744,,,,,,,,,,,,,,,,,
205,1523,8975.314396381378,211001,1778806347.9426885,1112.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
206,1524,8977.03441119194,211201,1778806349.6627033,1113.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
207,1525,8978.663576602936,211401,1778806351.2918687,1114.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
208,1527,8980.381519556046,211601,1778806353.0098116,1115.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
209,1529,8983.819858789444,212000,1778806356.4481509,,,,0.0005679361056536436,-0.009999999776482582,0.009999999776482582,-0.756496012210846,2.8529484272003174,,,,,,,,,,,,,,,,,
210,1534,8988.760762929916,212601,1778806361.389055,1120.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
211,1536,8992.23746585846,213000,1778806364.865758,,,,,,0.009999999776482582,-0.7561696767807007,,,,,,,,,,,,,,,,,,
212,1543,9000.590328216553,214000,1778806373.2186203,,,,0.0002906177251134068,-0.009999999776482582,0.009999999776482582,-0.754357635974884,2.852290391921997,,,,,,,,,,,,,,,,,
213,1545,9002.32992219925,214201,1778806374.9582143,1128.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
214,1546,9003.957542419434,214401,1778806376.5858345,1129.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
215,1558,9017.067261219025,216000,1778806389.6955533,,,,0.00019432345288805664,-0.009999999776482582,0.009999999776482582,-0.7578080892562866,2.839841365814209,,,,,,,,,,,,,,,,,
216,1559,9017.736397266388,216071,1778806390.3646894,1138.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
217,1563,9022.759407997131,216671,1778806395.3877,1141.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
218,1566,9026.054573774338,217071,1778806398.6828659,1143.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
219,1570,9031.003719329834,217671,1778806403.6320114,1146.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
220,1571,9032.61295223236,217871,1778806405.2412443,1147.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
221,1588,9293.254129648209,220000,1778806665.8824217,,,,,,,,,,,,,,,,,"{'sha256': 'eb68dd2ad2ce87a46bfa29dc80d14f13e2ed5f67e65c911854b9f9d4ee8760d9', 'size': 831506, '_type': 'video-file', 'path': 'media/videos/eval/video_10_eb68dd2ad2ce87a46bfa.mp4'}",,,,,,,,
222,1589,9329.810962677002,220000,1778806702.4392548,,,,0.00017229575314559042,-0.009999999776482582,0.009999999776482582,-0.7580395340919495,2.8415887355804443,0.0,189.89999389648438,0.0,-1.7790000438690186,50.05555725097656,1.0199999809265137,0.11999999731779099,6.0,,76.57142639160156,190.1999969482422,-1.7519999742507935,0.15000000596046448,0.0,1.149999976158142,0.0,3.0
223,1597,9338.870045900345,221001,1778806711.498338,1165.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
224,1607,9351.475286483765,222450,1778806724.1035786,1173.0,49.0,0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,
225,1609,9353.187752246857,222650,1778806725.8160443,1174.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
226,1610,9354.974685907364,222850,1778806727.602978,1175.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
227,1612,9356.630488395691,223050,1778806729.2587805,1176.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
228,1626,9373.323063373566,224946,1778806745.9513555,1187.0,144.0,-0.4399999976158142,,,,,,,,,,,,,,,,,,,,,,
229,1638,9387.733718633652,226546,1778806760.3620107,1195.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
230,1648,9398.824928760529,227797,1778806771.4532208,1203.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
231,1653,9404.83104634285,228500,1778806777.4593384,,,,0.00015393085777759552,-0.009999999776482582,0.009999999776482582,-0.7671841382980347,2.809617757797241,,,,,,,,,,,,,,,,,
232,1656,9409.124878644943,228997,1778806781.7531707,1209.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
233,1687,9480.590410470963,233201,1778806853.2187026,1231.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
234,1706,9503.382831573486,236000,1778806876.0111237,,,,0.00020280765602365136,-0.009999999776482582,0.009999999776482582,-0.7704783082008362,2.7977547645568848,,,,,,,,,,,,,,,,,
235,1732,9531.587314367294,239446,1778806904.2156065,1264.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
236,1745,9825.669991970062,240915,1778807198.298284,1273.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
237,1753,9834.969509601593,242000,1778807207.5978017,,,,0.0002851950121112168,-0.009999999776482582,0.009999999776482582,-0.7759606838226318,2.769648551940918,,,,,,,,,,,,,,,,,
238,1754,9835.92039346695,242115,1778807208.5486856,1279.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
239,1762,9846.490488767624,243315,1778807219.1187809,1285.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
240,1765,9850.013497591019,243715,1778807222.6417897,1287.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
241,1768,9853.416921138763,244115,1778807226.0452132,1289.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
242,1770,9856.80435204506,244500,1778807229.4326441,,,,0.0002066506422124803,-0.009999999776482582,0.009999999776482582,-0.7772430181503296,2.7669003009796143,,,,,,,,,,,,,,,,,
243,1773,9860.25387430191,244915,1778807232.8821664,1293.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
244,1777,9865.27737903595,245500,1778807237.9056711,,,,0.00040925556095317006,-0.009999999776482582,0.009999999776482582,-0.7814435362815857,2.752289056777954,,,,,,,,,,,,,,,,,
245,1789,9878.60813331604,247000,1778807251.2364254,,,,0.00041215421515516937,-0.009999999776482582,0.009999999776482582,-0.7815948128700256,2.747281074523926,,,,,,,,,,,,,,,,,
246,1805,9897.047091245651,249097,1778807269.6753833,1316.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
247,1818,9946.310465335846,250636,1778807318.9387574,1326.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
248,1819,9947.947274923325,250836,1778807320.575567,1327.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
249,1823,9952.855658054352,251436,1778807325.4839501,1330.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
250,1851,9982.745222091675,255056,1778807355.3735142,1350.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
251,1856,9988.786123275757,255774,1778807361.4144154,1354.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
252,1868,10002.963596343994,257500,1778807375.5918884,,,,0.00041028845589607954,-0.009999999776482582,0.009999999776482582,-0.7849920988082886,2.728101968765259,,,,,,,,,,,,,,,,,
253,1873,10008.554689407349,258174,1778807381.1829815,1366.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
254,1876,10012.01142001152,258574,1778807384.639712,1368.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
255,1877,10013.145406246185,258712,1778807385.7736983,1369.0,138.0,-0.3799999952316284,,,,,,,,,,,,,,,,,,,,,,
256,1886,10270.390618562698,260000,1778807643.0189106,,,,,,,,,,,,,,,,,"{'size': 669299, '_type': 'video-file', 'path': 'media/videos/eval/video_12_28db122e507e0c89e375.mp4', 'sha256': '28db122e507e0c89e37589df33862d98d619079139cc5a2656067bb76b9dbf40'}",,,,,,,,
257,1895,10315.034315824509,261000,1778807687.662608,,,,0.0002689123502932489,-0.009999999776482582,0.009999999776482582,-0.7860860228538513,2.722684621810913,,,,,,,,,,,,,,,,,
258,1903,10325.002328395844,262147,1778807697.6306205,1387.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
259,1906,10328.36570930481,262547,1778807700.9940014,1389.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
260,1918,10343.761144638062,264347,1778807716.3894367,1398.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
261,1920,10345.453029632568,264547,1778807718.0813217,1399.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
262,1930,10358.051043748856,266000,1778807730.6793358,,,,0.00021357511286623776,-0.009999999776482582,0.009999999776482582,-0.7890743613243103,2.6991593837738037,,,,,,,,,,,,,,,,,
263,1945,10377.0042989254,268147,1778807749.632591,1417.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
264,1950,10383.299402475357,268890,1778807755.9276946,1421.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
265,1959,10431.928658008575,270001,1778807804.55695,1427.0,111.0,-1.1100000143051147,,,,,,,,,,,,,,,,,,,,,,
266,1971,10447.196863651276,271801,1778807819.8251557,1436.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
267,1973,10448.83156132698,272001,1778807821.4598534,1437.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
268,1985,10463.821947097778,273801,1778807836.4502392,1446.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
269,1991,10470.550254821777,274601,1778807843.178547,1450.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
270,2001,10482.299298763275,276001,1778807854.9275908,1457.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
271,2002,10483.898852348328,276201,1778807856.5271444,1458.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
272,2007,10489.85526919365,276898,1778807862.4835613,1462.0,97.0,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,
273,2016,10499.282493114471,278036,1778807871.9107852,1468.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
274,2019,10502.967448472977,278500,1778807875.5957406,,,,0.00018985732458531857,-0.009999999776482582,0.009999999776482582,-0.79552161693573,2.667253017425537,,,,,,,,,,,,,,,,,
275,2024,10508.990705013275,279236,1778807881.618997,1474.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
276,2027,10512.162497997284,279636,1778807884.79079,1476.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
277,2029,10763.067945480347,280000,1778808135.6962376,,,,,,,,,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_13_b47aa302bbe2d85c3c47.mp4', 'sha256': 'b47aa302bbe2d85c3c47f5c594e0ab09bc55725ccb507a2c0c61ab23f80cf941', 'size': 725425}",,,,,,,,
278,2034,10803.480556726456,280439,1778808176.1088488,1481.0,38.0,0.6200000047683716,,,,,,,,,,,,,,,,,,,,,,
279,2045,10816.77109503746,282000,1778808189.3993871,,,,0.0005188361974433064,-0.009999999776482582,0.009999999776482582,-0.7985900044441223,2.65701961517334,,,,,,,,,,,,,,,,,
280,2051,10824.013140201569,282831,1778808196.6414323,1493.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
281,2052,10825.455080270767,283000,1778808198.0833724,,,,0.00018960447050631046,-0.009999999776482582,0.009999999776482582,-0.7987735867500305,2.6462206840515137,,,,,,,,,,,,,,,,,
282,2054,10827.477546453476,283231,1778808200.1058385,1495.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
283,2065,10840.37481880188,284706,1778808213.003111,1503.0,75.0,0.25,,,,,,,,,,,,,,,,,,,,,,
284,2070,10847.124136924744,285500,1778808219.752429,,,,0.00014498195378109813,-0.009999999776482582,0.009999999776482582,-0.8019841313362122,2.6260392665863037,,,,,,,,,,,,,,,,,
285,2076,10852.633468389511,286126,1778808225.2617605,1511.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
286,2093,10873.17615866661,288500,1778808245.8044508,,,,0.00033746755798347294,-0.009999999776482582,0.009999999776482582,-0.803229033946991,2.624445915222168,,,,,,,,,,,,,,,,,
287,2094,10873.702336549759,288555,1778808246.3306286,1524.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
288,2117,10936.844153404236,291801,1778808309.4724455,1541.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
289,2141,10964.663913726807,295201,1778808337.2922058,1558.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
290,2146,10971.054273366928,296000,1778808343.6825655,,,,0.00015105555939953774,-0.009999999776482582,0.009999999776482582,-0.8005663156509399,2.633643627166748,,,,,,,,,,,,,,,,,
291,2147,10971.070322751999,296001,1778808343.6986148,1562.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
292,2148,10972.753812551498,296201,1778808345.3821046,1563.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
293,2155,10980.726496696472,297201,1778808353.3547888,1568.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
294,2164,10990.446125507355,298412,1778808363.0744176,1575.0,151.0,-0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,
295,2172,10999.356525659561,299500,1778808371.9848177,,,,0.00015466220793314278,-0.009999999776482582,0.009999999776482582,-0.801257312297821,2.614046573638916,,,,,,,,,,,,,,,,,
296,2185,11274.283043384552,301001,1778808646.9113355,1589.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
297,2189,11278.524258613586,301500,1778808651.1525507,,,,0.001122529385611415,-0.009999999776482582,0.009999999776482582,-0.8030609488487244,2.6159722805023193,,,,,,,,,,,,,,,,,
298,2192,11282.967041015625,302000,1778808655.595333,,,,0.0021577435545623302,-0.009999999776482582,0.009999999776482582,-0.8022463917732239,2.616044282913208,,,,,,,,,,,,,,,,,
299,2197,11288.733732938766,302660,1778808661.362025,1598.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
300,2198,11290.54710817337,302860,1778808663.1754003,1599.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
301,2199,11291.76681303978,303000,1778808664.3951051,,,,0.000652394606731832,-0.009023437276482582,0.009999999776482582,-0.8058632612228394,2.606086254119873,,,,,,,,,,,,,,,,,
302,2211,11304.508066177368,304500,1778808677.1363583,,,,0.0003857152769342065,-0.009999999776482582,0.009999999776482582,-0.8006352186203003,2.6252567768096924,,,,,,,,,,,,,,,,,
303,2212,11304.93243932724,304543,1778808677.5607314,1609.0,47.0,0.5299999713897705,,,,,,,,,,,,,,,,,,,,,,
304,2214,11308.474167346954,304943,1778808681.1024594,1611.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
305,2220,11315.213644504547,305743,1778808687.8419366,1615.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
306,2223,11318.70918059349,306143,1778808691.3374727,1617.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
307,2225,11321.902549505234,306500,1778808694.5308416,,,,0.00021527221542783082,-0.009023437276482582,0.009999999776482582,-0.7975107431411743,2.6340537071228027,,,,,,,,,,,,,,,,,
308,2226,11322.224454402924,306543,1778808694.8527465,1619.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
309,2227,11323.914266347885,306743,1778808696.5425584,1620.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
310,2231,11329.053702116013,307343,1778808701.6819942,1623.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
311,2235,11334.177306175232,307943,1778808706.8055983,1626.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
312,2241,11341.246463060379,308743,1778808713.8747551,1630.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
313,2248,11350.071347236633,309743,1778808722.6996393,1635.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
314,2250,11389.203894138336,310000,1778808761.8321862,,,,0.0006226254627108574,-0.009999999776482582,0.009999999776482582,-0.8004091382026672,2.6273183822631836,0.0,189.97999572753906,0.0,-1.8398000001907349,29.45945930480957,0.8600000143051147,0.05999999865889549,3.0,,,,,,,,,
315,2253,11391.907248735428,310333,1778808764.5355408,1639.0,132.0,-0.3199999928474426,,,,,,,,,,,,,,,,,,,,,,
316,2260,11400.143783092499,311333,1778808772.7720752,1644.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
317,2272,11413.073187589645,312927,1778808785.7014797,1653.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
318,2274,11414.685739517212,313127,1778808787.3140316,1654.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
319,2280,11421.384167432785,313976,1778808794.0124595,1659.0,49.0,0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,
320,2282,11423.042561769485,314176,1778808795.6708539,1660.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
321,2295,11437.69726395607,315982,1778808810.325556,1670.0,162.0,-0.6200000047683716,,,,,,,,,,,,,,,,,,,,,,
322,2298,11440.896455526352,316382,1778808813.5247476,1672.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
323,2310,11454.386788129807,318000,1778808827.0150802,,,,0.00031414127442985773,-0.009999999776482582,0.009999999776482582,-0.8016353249549866,2.6034417152404785,,,,,,,,,,,,,,,,,
324,2312,11457.432880878448,318382,1778808830.061173,1682.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
325,2318,11463.821857213974,319182,1778808836.4501493,1686.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
326,2322,11468.736047029495,319782,1778808841.364339,1689.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
327,2323,11468.975583314896,319813,1778808841.6038754,1690.0,31.0,0.6899999976158142,,,,,,,,,,,,,,,,,,,,,,
328,2324,11715.121130466461,320000,1778809087.7494226,,,,,,,,,,,,,,,,,"{'size': 668396, '_type': 'video-file', 'path': 'media/videos/eval/video_15_23cf232d641d6ac76c4d.mp4', 'sha256': '23cf232d641d6ac76c4de4b420b709a1ac6f2e78166cca834e4cafa25debff07'}",,,,,,,,
329,2329,11756.360378026962,320500,1778809128.98867,,,,0.0002500734990462661,-0.009999999776482582,0.009999999776482582,-0.8040878176689148,2.5960564613342285,,,,,,,,,,,,,,,,,
330,2330,11757.249232292175,320601,1778809129.8775244,1694.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
331,2339,11767.725147247314,321820,1778809140.3534393,1701.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
332,2343,11772.748882770538,322420,1778809145.3771749,1704.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
333,2348,11777.912520170212,323000,1778809150.5408123,,,,0.00016883728676475585,-0.009999999776482582,0.009999999776482582,-0.8076096177101135,2.5823161602020264,,,,,,,,,,,,,,,,,
334,2354,11786.195670127869,323993,1778809158.8239622,1712.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
335,2363,11795.133604764938,325031,1778809167.7618968,1718.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
336,2386,11823.745940208435,328274,1778809196.3742323,1735.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
337,2389,11825.926495552063,328537,1778809198.5547876,1737.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
338,2394,11832.765270233154,329337,1778809205.3935623,1741.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
339,2409,11886.245901823044,331225,1778809258.874194,1752.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
340,2426,11906.22671532631,333625,1778809278.8550074,1764.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
341,2430,11909.713205099106,334047,1778809282.3414972,1767.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
342,2449,11932.809225320816,336847,1778809305.4375174,1781.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
343,2457,11942.328567743301,338000,1778809314.9568598,,,,0.0002126255421899259,-0.009999999776482582,0.009999999776482582,-0.8094752430915833,2.5495316982269287,,,,,,,,,,,,,,,,,
344,2465,11950.93045592308,339047,1778809323.558748,1792.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
345,2474,12241.020240306854,340032,1778809613.6485324,1798.0,31.0,0.6899999976158142,,,,,,,,,,,,,,,,,,,,,,
346,2484,12253.564743041992,341500,1778809626.1930351,,,,0.000309416966047138,-0.009999999776482582,0.009999999776482582,-0.8086310029029846,2.5435938835144043,,,,,,,,,,,,,,,,,
347,2491,12262.312230825424,342500,1778809634.940523,,,,0.0017689879750832915,-0.009999999776482582,0.009999999776482582,-0.8073175549507141,2.553286552429199,,,,,,,,,,,,,,,,,
348,2493,12265.088745832443,342804,1778809637.717038,1812.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
349,2500,12273.746275663376,343804,1778809646.3745677,1817.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
350,2506,12279.794422626495,344500,1778809652.4227147,,,,0.000426271726610139,-0.009999999776482582,0.009999999776482582,-0.809752345085144,2.544532299041748,,,,,,,,,,,,,,,,,
351,2511,12286.139456033707,345244,1778809658.767748,1825.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
352,2514,12289.718006134033,345644,1778809662.3462982,1827.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
353,2515,12291.354966402054,345844,1778809663.9832585,1828.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
354,2520,12297.146575212479,346500,1778809669.7748673,,,,0.00018876208923757076,-0.009999999776482582,0.009999999776482582,-0.809346616268158,2.5413758754730225,,,,,,,,,,,,,,,,,
355,2530,12310.097522258759,347959,1778809682.7258143,1839.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
356,2533,12313.437360286713,348359,1778809686.0656524,1841.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
357,2540,12322.306953430176,349359,1778809694.9352455,1846.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
358,2547,12366.31114435196,350201,1778809738.9394364,1851.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
359,2557,12377.650735616684,351601,1778809750.2790277,1858.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
360,2570,12393.240936756134,353500,1778809765.8692288,,,,0.00016280863201245666,-0.009999999776482582,0.009999999776482582,-0.8128557801246643,2.5171241760253906,,,,,,,,,,,,,,,,,
361,2571,12393.435149908066,353525,1778809766.063442,1868.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
362,2576,12399.987341403961,354325,1778809772.6156335,1872.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
