_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/env_abs_ema,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/mi_beta_effective,train/q_pred_mean,train/info_std_ema,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,train/mi_target_ratio,train/info_norm_abs_ema,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
528,5662.9459664821625,76839,1778940920.8735476,392.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,5664.439690828323,77000,1778940922.367272,,,,0.0018865065649151802,0.00020176812540739775,-0.010000000707805157,0.010049446485936642,-0.009999999776482582,0.03396739438176155,0.23770000040531158,-2.9998228549957275,0.0006288726581260562,-0.48176366090774536,1.5285802135167614e-07,3.3719990253448486,1.1708055858150601e-08,0.0,2.8560404777526855,0.010000000707805157,1.4640002632404503e-07,0.009999999776482582,0.0003396743268240243,-2.408134136544504e-08,1.0842785513887065e-07,-6.106607407241338e-12,5.3318217396736145e-08,0.000565320544410497,0.03460000082850456,0.5529114007949829,,,,,,,,,,,,,,,,,
530,5664.786839723587,77039,1778940922.7144208,393.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,5666.732189655304,77239,1778940924.6597707,394.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,5668.448623657227,77439,1778940926.3762047,395.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,5669.045546531677,77500,1778940926.9731276,,,,0.0018866179743781686,0.0005927343154326081,-0.010000000707805157,0.010027584619820118,-0.009999999776482582,0.03410644829273224,0.23274999856948853,-2.9049572944641113,0.0006288726581260562,-0.4870820939540863,1.578099926291543e-07,3.364825487136841,1.0643686820799303e-08,0.0,3.0,0.010000000707805157,1.536677132207842e-07,0.009999999776482582,0.00034106484963558614,-0.002676027361303568,1.1505108687970278e-07,-1.6828739717311691e-06,5.797483026981354e-08,0.0005692181293852627,0.03460000082850456,0.5731450319290161,,,,,,,,,,,,,,,,,
534,5670.315763711929,77639,1778940928.2433448,396.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,5672.153354644775,77839,1778940930.0809357,397.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,5673.738450288773,78000,1778940931.6660314,,,,0.0017435916233807802,0.0013314838288351893,-0.010000000707805157,0.010019774548709393,-0.009999999776482582,0.03360752388834953,0.22779999673366547,-2.8777713775634766,0.0006058826111257076,-0.48695260286331177,1.5911786022115848e-07,3.364190101623535,9.845410708919644e-09,0.0,2.761338949203491,0.010000000707805157,1.571897598751093e-07,0.009999999776482582,0.00033607560908421874,8.514949634275126e-09,1.1756725371014909e-07,-4.1576902511109015e-12,6.007030606269836e-08,0.0005631489912047982,0.03440000116825104,0.5688894987106323,,,,,,,,,,,,,,,,,
537,5674.086596488953,78039,1778940932.0141776,398.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,5675.936426639557,78239,1778940933.8640077,399.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,5677.709517002106,78439,1778940935.637098,400.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,5678.2545337677,78500,1778940936.1821148,,,,0.0018176478333771229,0.0004533827304840088,-0.010000000707805157,0.010015664622187614,-0.009999999776482582,0.03545102849602699,0.2228499948978424,-2.8183295726776123,0.0006058826111257076,-0.49186068773269653,1.6504513666859566e-07,3.355818271636963,1.6497715193963813e-08,0.0,3.0,0.010000000707805157,1.643398661599349e-07,0.009999999776482582,0.00035451067378744483,-0.003734143916517496,1.2529577020359284e-07,-2.2624642497248715e-06,6.28642737865448e-08,0.0005591626977548003,0.03440000116825104,0.5869221091270447,,,,,,,,,,,,,,,,,
541,5679.525354385376,78639,1778940937.4529355,401.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,5679.765199661255,78665,1778940937.6927807,402.0,26.0,0.7400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,5681.61657500267,78865,1778940939.544156,403.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,5682.9235582351685,79000,1778940940.8511393,,,,0.001741613494232297,0.0007520992076024413,-0.010000000707805157,0.01000446081161499,-0.009999999776482582,0.0324581079185009,0.21789999306201935,-2.7291934490203857,0.0005805378314107656,-0.4921450912952423,1.6851969064646255e-07,3.3559300899505615,1.0377594783506083e-08,0.0,3.0,0.010000000707805157,1.68079068885163e-07,0.009999999776482582,0.0003245814295951277,-0.00105853914283216,1.2408780492023652e-07,-6.145268685031624e-07,6.216578185558319e-08,0.0005443127010948956,0.03420000150799751,0.5893716216087341,,,,,,,,,,,,,,,,,
545,5683.503107070923,79065,1778940941.4306881,404.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,5685.552603721619,79265,1778940943.4801848,405.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,5687.306177854538,79465,1778940945.233759,406.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,5687.663008213043,79500,1778940945.5905893,,,,0.001741613494232297,0.0003076540888287127,-0.010000000707805157,0.010000916197896004,-0.009999999776482582,0.03228658810257912,0.21295000612735748,-2.6794769763946533,0.0005805378314107656,-0.4958095848560333,1.7024311205204867e-07,3.3473832607269287,6.12011996636852e-09,0.0,3.0,0.010000000707805157,1.6978911787646211e-07,0.009999999776482582,0.00032286622445099056,-0.0010427822126075625,1.2148316841376072e-07,-6.053669494576752e-07,6.239861249923706e-08,0.0005446338909678161,0.03420000150799751,0.5889535546302795,,,,,,,,,,,,,,,,,
549,5689.1236844062805,79665,1778940947.0512655,407.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,5690.861549139023,79865,1778940948.7891302,408.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,5935.608511686325,80000,1778941193.5360928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': '10b2bb692b4a21ec371aebc5c9adcdcf11c11dc3a2e847d9c049457311d62a2b', 'size': 675671, '_type': 'video-file', 'path': 'media/videos/eval/video_3_10b2bb692b4a21ec371a.mp4'}",,,,,,,,,,,,,,,,
552,5974.061166763306,80000,1778941231.9887478,,,,0.0017250713426619768,0.0003384003648534417,-0.010000000707805157,0.009999937377870083,-0.009999999776482582,0.032565854489803314,0.20800000429153442,-2.6642255783081055,0.000575023761484772,-0.49693983793258667,1.723735465475329e-07,3.3486859798431396,9.047133708861566e-09,0.0,3.0,0.010000000707805157,1.705906100823995e-07,0.009999999776482582,0.0003256589116062969,-0.0034062000922858715,1.238534252934187e-07,-1.9586341295507737e-06,6.263144314289093e-08,0.0005296329036355019,0.03400000184774399,0.5912761688232422,,0.0,195.22000122070312,0.0,-1.9121999740600586,48.08333206176758,36.94444274902344,188.0500030517578,-1.780500054359436,0.10000000149011612,0.0,0.6000000238418579,0.7799999713897705,0.03999999910593033,0.0,2.0,2.0
553,5974.076907157898,80001,1778941232.0044882,409.0,136.0,-1.3600000143051147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,5975.905715942383,80201,1778941233.833297,410.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,5977.748839855194,80401,1778941235.676421,411.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,5978.680168867111,80500,1778941236.60775,,,,0.0017250713426619768,0.00032616633689031005,-0.010000000707805157,0.010009930469095707,-0.009999999776482582,0.030623342841863632,0.20305000245571136,-2.6715378761291504,0.000575023761484772,-0.5026552081108093,1.7197399415636028e-07,3.340264081954956,9.313225746154785e-09,0.0,3.0,0.010000000707805157,1.6120684165343846e-07,0.009999999776482582,0.0003062337636947632,-0.0009814533405005932,1.1577818526120609e-07,-5.643565827995189e-07,5.844049155712128e-08,0.0005072049098089337,0.03400000184774399,0.5847171545028687,,,,,,,,,,,,,,,,,
557,5979.74215388298,80601,1778941237.669735,412.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,5981.650650978088,80801,1778941239.578232,413.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,5983.577357530594,81000,1778941241.5049386,,,,0.00174026470631361,0.0004358061123639345,-0.010000000707805157,0.01000881940126419,-0.009999999776482582,0.035679228603839874,0.1981000006198883,-2.6951005458831787,0.00058008823543787,-0.5010359287261963,1.7206146196713235e-07,3.339834690093994,1.3836793044674778e-08,0.0,3.0,0.010000000707805157,1.754078198246134e-07,0.009999999776482582,0.00035679267602972686,-0.000951628084294498,1.3121324116127653e-07,-5.520225272448442e-07,7.217749953269958e-08,0.0005569214117713273,0.033799998462200165,0.5831838250160217,,,,,,,,,,,,,,,,,
560,5983.585100412369,81001,1778941241.5126815,414.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,5985.486922264099,81201,1778941243.4145033,415.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,5987.261503696442,81401,1778941245.1890848,416.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,5988.2295553684235,81500,1778941246.1571364,,,,0.00174026470631361,0.00042632000986486673,-0.010000000707805157,0.010014194995164871,-0.009999999776482582,0.03451664745807648,0.19314999878406525,-2.66239857673645,0.00058008823543787,-0.5042123198509216,1.7379798578076588e-07,3.3330435752868652,1.250633197003026e-08,0.0,3.0,0.010000000707805157,1.778417555442502e-07,0.009999999776482582,0.00034516685991548,-0.0027572275139391422,1.3121385222802928e-07,-1.5994309023881215e-06,7.101334631443024e-08,0.0005556191317737103,0.033799998462200165,0.5879563093185425,,,,,,,,,,,,,,,,,
564,5989.315698862076,81601,1778941247.24328,417.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,5991.318260669708,81801,1778941249.2458417,418.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,5993.204958677292,82000,1778941251.1325397,,,,0.001540032564662397,0.00027234232402406633,-0.010000000707805157,0.010003571398556232,-0.009999999776482582,0.033978421241045,0.1881999969482422,-2.6684372425079346,0.0005771290161646903,-0.5055662989616394,1.7258429352295934e-07,3.3341925144195557,1.0377594783506083e-08,0.0,2.554762601852417,0.010000000707805157,1.7144245134659286e-07,0.009999999776482582,0.0003397846012376249,1.0377594783506083e-08,1.2310005104154698e-07,6.236535593506787e-12,6.495974957942963e-08,0.0005419108783826232,0.03359999880194664,0.5824000835418701,,,,,,,,,,,,,,,,,
567,5993.210700511932,82001,1778941251.1382816,419.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,5995.154322147369,82201,1778941253.0819032,420.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,5997.044650316238,82401,1778941254.9722314,421.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,5998.056943178177,82500,1778941255.9845243,,,,0.0015472674276679754,0.0004209090839140117,-0.008883928880095482,0.010038112290203571,-0.009023437276482582,0.030060574412345886,0.18324999511241913,-2.6809732913970947,0.0005771290161646903,-0.5110043883323669,1.719290594337508e-07,3.3296453952789307,1.0909778858092523e-08,0.03338900953531265,2.5610387325286865,0.011093751527369022,1.6461257246191963e-07,0.9900000095367432,0.0003334848443046212,7.450580596923828e-09,1.217434970612885e-07,-1.2992781763671024e-12,6.705522537231445e-08,0.0005221964092925191,0.03359999880194664,0.5795906186103821,,,,,,,,,,,,,,,,,
571,5999.092412233353,82601,1778941257.0199933,422.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,6001.1476373672485,82801,1778941259.0752184,423.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,6003.070092916489,83000,1778941260.997674,,,,0.0017341794446110725,0.00024369225138798356,-0.010000000707805157,0.010030639357864857,-0.009999999776482582,0.034847140312194824,0.17829999327659607,-2.6820642948150635,0.0005780598148703575,-0.5094277858734131,1.7205348967763712e-07,3.323273181915283,1.1441963820857382e-08,0.0,3.0,0.010000000707805157,1.768404160884529e-07,0.009999999776482582,0.00034847177448682487,-0.004856228828430176,1.312041462142588e-07,-2.807191322062863e-06,6.984919309616089e-08,0.0005483945133164525,0.033399999141693115,0.5795652270317078,,,,,,,,,,,,,,,,,
574,6003.077835798264,83001,1778941261.0054169,424.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,6005.112386465073,83201,1778941263.0399675,425.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,6007.029685497284,83401,1778941264.9572666,426.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,6008.035092830658,83500,1778941265.962674,,,,0.0017341794446110725,0.00036909274058416486,-0.010000000707805157,0.01001948956400156,-0.009999999776482582,0.029508719220757484,0.1733500063419342,-2.659404754638672,0.0005780598148703575,-0.5149018168449402,1.7180364864088915e-07,3.314854145050049,6.652304485044169e-09,0.0,3.0,0.010000000707805157,1.6329281038451882e-07,0.009999999776482582,0.0002950875204987824,-0.0010018122848123312,1.1943372157929844e-07,-5.791155786027957e-07,5.820766091346741e-08,0.0005169743089936674,0.033399999141693115,0.5798837542533875,,,,,,,,,,,,,,,,,
578,6008.984821557999,83601,1778941266.9124026,427.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,6010.271738767624,83739,1778941268.1993198,428.0,138.0,-0.3799999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,6012.360186338425,83939,1778941270.2877674,429.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,6013.063722848892,84000,1778941270.991304,,,,0.0017161674331873655,0.0002322958898730576,-0.010000000707805157,0.01001410000026226,-0.009999999776482582,0.03711806610226631,0.16840000450611115,-2.7056777477264404,0.0005720558110624552,-0.5147277116775513,1.717431246106571e-07,3.314253330230713,1.4901161193847656e-08,0.0,3.0,0.010000000707805157,1.885705671611504e-07,0.009999999776482582,0.0003711810859385878,-0.004321958404034376,1.387043511158481e-07,-2.472402684361441e-06,7.613562047481537e-08,0.0005844312254339457,0.03319999948143959,0.5811812877655029,,,,,,,,,,,,,,,,,
582,6014.357706069946,84139,1778941272.2852871,430.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,6016.1869513988495,84339,1778941274.1145325,431.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,6016.550660133362,84367,1778941274.4782412,432.0,28.0,0.7200000286102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,6017.799960851669,84500,1778941275.727542,,,,0.0017161674331873655,0.00021829194156453013,-0.010000000707805157,0.010030565783381462,-0.009999999776482582,0.0327068530023098,0.16345000267028809,-2.676649570465088,0.0005720558110624552,-0.5185112953186035,1.7152703435385774e-07,3.306464672088623,9.047133708861566e-09,0.0,3.0,0.010000000707805157,1.717026520964282e-07,0.009999999776482582,0.0003270689048804343,-0.000993724213913083,1.236396514059379e-07,-5.684640882464009e-07,6.216578185558319e-08,0.0005390209262259305,0.03319999948143959,0.5770697593688965,,,,,,,,,,,,,,,,,
586,6018.362894296646,84567,1778941276.2904754,433.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,6020.3511526584625,84767,1778941278.2787337,434.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,6022.31339764595,84967,1778941280.2409787,435.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,6022.686487197876,85000,1778941280.6140683,,,,0.0017174254171550274,0.00023712514666840434,-0.010000000707805157,0.010016444139182568,-0.009999999776482582,0.03292474150657654,0.15850000083446503,-2.6535274982452393,0.0005724751390516758,-0.5197303295135498,1.7220632742009911e-07,3.3055241107940674,6.652304485044169e-09,0.0,3.0,0.010000000707805157,1.734657644192339e-07,0.009999999776482582,0.00032924776314757764,-0.003444820875301957,1.2622084000213363e-07,-1.972077143364004e-06,6.705522537231445e-08,0.0005368484416976571,0.032999999821186066,0.5773921608924866,,,,,,,,,,,,,,,,,
590,6024.258887767792,85167,1778941282.1864688,436.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,6026.22340130806,85367,1778941284.1509824,437.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,6027.4758644104,85500,1778941285.4034455,,,,0.001521325553767383,0.00023855900508351624,-0.010000000707805157,0.01000799797475338,-0.009999999776482582,0.031429778784513474,0.15354999899864197,-2.6574525833129883,0.0005724751390516758,-0.5232915878295898,1.727382255012344e-07,3.2984631061553955,8.781041671568346e-09,0.0,2.561347484588623,0.010000000707805157,1.6396784019434563e-07,0.009999999776482582,0.0003142981440760195,1.27724248955019e-08,1.1870984195638812e-07,7.275957614183426e-12,6.239861249923706e-08,0.0005136719555594027,0.032999999821186066,0.5790011286735535,,,,,,,,,,,,,,,,,
593,6027.990842342377,85556,1778941285.9184234,438.0,189.0,-0.8899999856948853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,6029.981637477875,85756,1778941287.9092185,439.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,6030.855131387711,85841,1778941288.7827125,440.0,85.0,0.15000000596046448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,6032.4317128658295,86000,1778941290.359294,,,,0.0015073082176968455,0.00036287590046413243,-0.010000000707805157,0.010019945912063122,-0.009999999776482582,0.033251404762268066,0.1485999971628189,-2.6360585689544678,0.0005718037718906999,-0.522976279258728,1.7230341597951337e-07,3.299471855163574,3.725290298461914e-09,0.0,2.595189332962036,0.010000000707805157,1.7190048140491854e-07,0.009999999776482582,0.0003325144061818719,-3.805117998467722e-08,1.247963581363365e-07,-1.4551915228366852e-11,7.12461769580841e-08,0.0005391744780354202,0.03280000016093254,0.574767529964447,,,,,,,,,,,,,,,,,
597,6032.880415916443,86041,1778941290.807997,441.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,6034.832658529282,86241,1778941292.7602396,442.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,6036.715683221817,86441,1778941294.6432643,443.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,6036.985463619232,86472,1778941294.9130447,444.0,31.0,0.6899999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,6037.264283180237,86500,1778941295.1918643,,,,0.0017154113156720996,0.0004621731350198388,-0.010000000707805157,0.010032352060079575,-0.009999999776482582,0.03472067788243294,0.14364999532699585,-3.0,0.0005718037718906999,-0.5269996523857117,1.7221367443198687e-07,3.2928919792175293,6.652304485044169e-09,0.0,3.0,0.010000000707805157,1.830743059372253e-07,0.009999999776482582,0.0003472071548458189,-0.0009105174103751779,1.2871133492353692e-07,-5.206431410442747e-07,6.891787052154541e-08,0.0005684563657268882,0.03280000016093254,0.5750593543052673,,,,,,,,,,,,,,,,,
602,6039.007949352264,86672,1778941296.9355304,445.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,6040.8773720264435,86872,1778941298.804953,446.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,6042.284580230713,87000,1778941300.2121613,,,,0.0017155621899291873,0.0002559693530201912,-0.010000000707805157,0.010038736276328564,-0.009999999776482582,0.028042100369930267,0.1386999934911728,-2.639873504638672,0.0005718540633097291,-0.5261261463165283,1.7224154191808339e-07,3.293912172317505,4.257474817137563e-09,0.0,3.0,0.010000000707805157,1.5924321417060128e-07,0.009999999776482582,0.00028042131452821195,-0.0010060369968414307,1.200157839775784e-07,-5.753028631261259e-07,5.844049155712128e-08,0.0004974104231223464,0.032600000500679016,0.5722837448120117,,,,,,,,,,,,,,,,,
605,6042.986672639847,87072,1778941300.9142537,447.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,6044.904491424561,87272,1778941302.8320725,448.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,6046.852870941162,87472,1778941304.780452,449.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,6047.10798573494,87500,1778941305.0355668,,,,0.0015202985377982259,0.0003307750157546252,-0.010000000707805157,0.010026341304183006,-0.009999999776482582,0.03361285477876663,0.13375000655651093,-2.6585428714752197,0.0005718540633097291,-0.5298547148704529,1.7376427763338143e-07,3.2848634719848633,1.1708055858150601e-08,0.0,2.531118154525757,0.010000000707805157,1.7338103930342186e-07,0.009999999776482582,0.000336128898197785,-1.6497715193963813e-08,1.2553502415357798e-07,-7.795669491883483e-13,6.542541086673737e-08,0.0005395426414906979,0.032600000500679016,0.5770937204360962,,,,,,,,,,,,,,,,,
609,6048.780856370926,87672,1778941306.7084374,450.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,6050.834114313126,87872,1778941308.7616954,451.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,6052.193017482758,88000,1778941310.1205986,,,,0.0016899015754461288,0.00030685312231071293,-0.010000000707805157,0.010014592669904232,-0.009999999776482582,0.031423937529325485,0.12880000472068787,-2.6496238708496094,0.000563300505746156,-0.5296861529350281,1.7327818113699323e-07,3.2895381450653076,8.781041671568346e-09,0.0,3.0,0.010000000707805157,1.730047358705633e-07,0.009999999776482582,0.0003142397035844624,-0.0019077227916568518,1.2506104951626185e-07,-1.0746210818979307e-06,6.332993507385254e-08,0.0005278080352582037,0.03240000084042549,0.5760207772254944,,,,,,,,,,,,,,,,,
612,6052.922397851944,88072,1778941310.849979,452.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,6054.861569643021,88272,1778941312.7891507,453.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,6056.890619754791,88472,1778941314.8182008,454.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,6057.233643054962,88500,1778941315.1612241,,,,0.0016899015754461288,0.00033279939088970423,-0.00998884066939354,0.010013306513428688,-0.009990233927965164,0.03377516195178032,0.12385000288486481,-2.670346975326538,0.000563300505746156,-0.5341668128967285,1.7335054280920303e-07,3.280430793762207,1.27724248955019e-08,0.0003338900860399008,3.0,0.00998884066939354,1.8012690361501882e-07,0.009999999776482582,0.00033737506601028144,-0.0056861769407987595,1.359603345463256e-07,-3.2030320653575473e-06,6.705522537231445e-08,0.0005392134189605713,0.03240000084042549,0.5788360834121704,,,,,,,,,,,,,,,,,
616,6058.80343747139,88672,1778941316.7310185,455.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,6060.834167480469,88872,1778941318.7617486,456.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,6062.154531478882,89000,1778941320.0821126,,,,0.0016745433676987886,0.0002481545670889318,-0.010000000707805157,0.010028284043073654,-0.009999999776482582,0.033874593675136566,0.11890000104904175,-2.640566349029541,0.0005581811419688165,-0.5336459875106812,1.7380608596795355e-07,3.2805051803588867,8.514949634275126e-09,0.0,3.0,0.010000000707805157,1.817796970726704e-07,0.009999999776482582,0.0003387463220860809,-0.0023907828144729137,1.3414258148713998e-07,-1.3345005527298781e-06,7.101334631443024e-08,0.0005465048016048968,0.03220000118017197,0.5785053372383118,,,,,,,,,,,,,,,,,
619,6062.871364355087,89072,1778941320.7989454,457.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,6064.766461849213,89272,1778941322.694043,458.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,6066.533643960953,89472,1778941324.461225,459.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,6066.865975379944,89500,1778941324.7935565,,,,0.0016745433676987886,0.0005399981746450067,-0.010000000707805157,0.010035390965640545,-0.009999999776482582,0.0322478711605072,0.11394999921321869,-2.6189239025115967,0.0005581811419688165,-0.5371896624565125,1.764426542649744e-07,3.274364709854126,1.1441963820857382e-08,0.0,3.0,0.010000000707805157,1.7648129357894504e-07,0.009999999776482582,0.00032247905619442463,-0.0031570266000926495,1.3124525821694988e-07,-1.7621806591705536e-06,6.775371730327606e-08,0.0005211354582570493,0.03220000118017197,0.5849094390869141,,,,,,,,,,,,,,,,,
623,6068.452782154083,89672,1778941326.3803632,460.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,6070.498374938965,89872,1778941328.425956,461.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
