_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/env_abs_ema,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/mi_beta_effective,train/q_pred_mean,train/info_std_ema,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,train/mi_target_ratio,train/info_norm_abs_ema,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
1705,9812.299476385117,238646,1778945070.2270575,1242.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,9814.132364749908,238846,1778945072.0599458,1243.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,9815.573066711426,239000,1778945073.5006478,,,,0.000512909609824419,0.000209015270229429,-0.010000000707805157,0.010064135305583477,-0.009999999776482582,0.009200658649206161,0.009999999776482582,-1.902475357055664,0.000170969869941473,-0.7751008868217468,2.669352738848829e-07,2.792006492614746,5.002532788012104e-08,0.0,3.0,0.010000000707805157,2.2732433535566088e-07,0.009999999776482582,9.200668864650652e-05,-0.010248702019453049,1.953723796077611e-07,-1.7522207826914382e-06,1.0360963642597198e-07,0.0001321001909673214,0.009999999776482582,0.5886496305465698,,,,,,,,,,,,,,,,,
1708,9815.99336886406,239046,1778945073.92095,1244.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,9817.784524202347,239246,1778945075.7121053,1245.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,9819.710577249527,239446,1778945077.6381583,1246.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,9820.274330377579,239500,1778945078.2019114,,,,0.000512909609824419,0.0004844491486437619,-0.010000000707805157,0.010067605413496494,-0.009999999776482582,0.009983670897781849,0.009999999776482582,-1.9445726871490479,0.000170969869941473,-0.7755349278450012,2.683292450456065e-07,2.77988600730896,6.43943067757391e-08,0.0,3.0,0.010000000707805157,2.985165110658272e-07,0.009999999776482582,9.983681957237422e-05,-0.04407214745879173,2.6425436772115063e-07,-7.535007625847356e-06,1.1757947504520416e-07,0.0001381530601065606,0.009999999776482582,0.5848979949951172,,,,,,,,,,,,,,,,,
1712,9821.715280294418,239646,1778945079.6428614,1247.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,9823.714677810669,239846,1778945081.642259,1248.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,10068.665851831436,240000,1778945326.593433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_11_bdbe3ab426dfb404d960.mp4', 'sha256': 'bdbe3ab426dfb404d9608262f458d1f5fb4e169a41de6ae267211ffd0d90de83', 'size': 723866}",,,,,,,,,,,,,,,,
1715,10105.212281703949,240000,1778945363.1398628,,,,0.0005149878561496735,0.0005641177413053811,-0.010000000707805157,0.010045240633189678,-0.009999999776482582,0.009978395886719227,0.009999999776482582,-1.903946042060852,0.00017166262841783464,-0.7744137048721313,2.6909722805612546e-07,2.786777973175049,5.454889517864103e-08,0.0,3.0,0.010000000707805157,2.646608834311337e-07,0.009999999776482582,9.97840688796714e-05,-0.02493111602962017,2.238567020640403e-07,-4.279742825019639e-06,1.1082738637924194e-07,0.00014140851271804422,0.009999999776482582,0.5851734280586243,,0.0,188.5,0.0,-1.8049999475479126,20.33333396911621,27.31818199157715,187.5500030517578,-1.7755000591278076,0.10000000149011612,0.0,0.75,0.8799999952316284,0.07999999821186066,0.0,2.0,4.0
1716,10105.246102571487,240001,1778945363.1736836,1249.0,155.0,-1.5499999523162842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,10107.294180870056,240201,1778945365.221762,1250.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,10109.400476455688,240401,1778945367.3280575,1251.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,10110.382678747177,240500,1778945368.3102598,,,,0.0005149878561496735,0.00027366424910724163,-0.010000000707805157,0.010041446425020695,-0.009999999776482582,0.009547516703605652,0.009999999776482582,-1.8692225217819214,0.00017166262841783464,-0.776047945022583,2.685876836494572e-07,2.777899742126465,4.390521013419857e-08,0.0,3.0,0.010000000707805157,2.4402245912824583e-07,0.009999999776482582,9.547526860842481e-05,-0.01567818783223629,2.0353127183625475e-07,-2.6913610327028437e-06,1.0477378964424133e-07,0.00013575635966844857,0.009999999776482582,0.5840962529182434,,,,,,,,,,,,,,,,,
1720,10111.376954317093,240601,1778945369.3045354,1252.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,10113.270812749863,240801,1778945371.1983938,1253.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,10115.17921423912,241000,1778945373.1067953,,,,0.0005181845044717193,0.00042476964881643653,-0.010000000707805157,0.01003626361489296,-0.009999999776482582,0.009863252751529217,0.009999999776482582,-1.9245555400848389,0.00017272816330660135,-0.7775493860244751,2.6624672955222195e-07,2.7750208377838135,5.481498988046951e-08,0.0,3.0,0.010000000707805157,2.598885373572557e-07,0.009999999776482582,9.863263403531164e-05,-0.027763815596699715,2.290902045842813e-07,-4.7955895752238575e-06,1.1362135410308838e-07,0.00013679885887540877,0.009999999776482582,0.5810438394546509,,,,,,,,,,,,,,,,,
1723,10115.187218904495,241001,1778945373.1148,1254.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,10117.24395275116,241201,1778945375.1715338,1255.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,10119.216387987137,241401,1778945377.143969,1256.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,10120.17180109024,241500,1778945378.0993822,,,,0.0005181845044717193,0.0003339280956424773,-0.010000000707805157,0.010037550702691078,-0.009999999776482582,0.009473155252635479,0.009999999776482582,-1.9443250894546509,0.00017272816330660135,-0.7780667543411255,2.63301046743436e-07,2.7709896564483643,5.454889517864103e-08,0.0,3.0,0.010000000707805157,2.6609521341924847e-07,0.009999999776482582,9.473165846429765e-05,-0.027569614350795746,2.4277304078168527e-07,-4.762046955875121e-06,1.0384246706962585e-07,0.00013641826808452606,0.009999999776482582,0.5808013081550598,,,,,,,,,,,,,,,,,
1727,10121.140991687775,241601,1778945379.0685728,1257.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,10123.107824802399,241801,1778945381.0354059,1258.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,10124.998567819595,242000,1778945382.926149,,,,0.0005181438173167408,0.0004904464585706592,-0.010000000707805157,0.010046466253697872,-0.009999999776482582,0.010290219448506832,0.009999999776482582,-2.003077507019043,0.0001727146009216085,-0.7771050333976746,2.568789341239608e-07,2.7746918201446533,5.774200317887335e-08,0.0,3.0,0.010000000707805157,2.5443739559705136e-07,0.009999999776482582,0.00010290230420650914,-0.026117363944649696,2.2515482100970985e-07,-4.510850885708351e-06,1.126900315284729e-07,0.00014328560791909695,0.009999999776482582,0.581680178642273,,,,,,,,,,,,,,,,,
1730,10125.006310462952,242001,1778945382.9338915,1259.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,10127.010436058044,242201,1778945384.9380171,1260.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,10128.98959183693,242401,1778945386.917173,1261.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,10130.05244588852,242500,1778945387.980027,,,,0.0005181438173167408,0.0005266331718303263,-0.010000000707805157,0.010049887001514435,-0.009999999776482582,0.009968128055334091,0.009999999776482582,-1.9873042106628418,0.0001727146009216085,-0.7780371308326721,2.5323961949652585e-07,2.763782024383545,4.6300037581659126e-08,0.0,3.0,0.010000000707805157,2.486064261120191e-07,0.009999999776482582,9.968139056582004e-05,-0.02116168849170208,2.104251990431294e-07,-3.6549324704537867e-06,1.0780058801174164e-07,0.00014088793250266463,0.009999999776482582,0.5866580009460449,,,,,,,,,,,,,,,,,
1734,10130.996904373169,242601,1778945388.9244854,1262.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,10132.81451678276,242801,1778945390.7420979,1263.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,10134.260525941849,242951,1778945392.188107,1264.0,150.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,10134.787286996841,243000,1778945392.714868,,,,0.0005072366911917925,0.0003329118189867586,-0.010000000707805157,0.010058202780783176,-0.009999999776482582,0.010437266901135445,0.009999999776482582,-2.032076835632324,0.00016907889221329242,-0.7788741588592529,2.529394294015219e-07,2.7728219032287598,5.747590847704487e-08,0.0,3.0,0.010000000707805157,2.602898234727036e-07,0.009999999776482582,0.00010437278251629323,-0.023685254156589508,2.2159558454859507e-07,-4.0046752474154346e-06,1.103617250919342e-07,0.00014393884339369833,0.009999999776482582,0.5948822498321533,,,,,,,,,,,,,,,,,
1738,10134.834532260895,243007,1778945392.7621133,1265.0,56.0,0.4399999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,10136.856721401215,243207,1778945394.7843025,1266.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,10138.825197935104,243407,1778945396.752779,1267.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,10139.870757341385,243500,1778945397.7983384,,,,0.0005072366911917925,0.00018754274060484022,-0.010000000707805157,0.01005791686475277,-0.009999999776482582,0.010599997825920582,0.009999999776482582,-2.036160707473755,0.00016907889221329242,-0.7799642086029053,2.542415984407853e-07,2.7627766132354736,6.120119877550678e-08,0.0,3.0,0.010000000707805157,2.6974922207045893e-07,0.009999999776482582,0.00010600009409245104,-0.03301549702882767,2.3345832289578539e-07,-5.5822220019763336e-06,1.1618249118328094e-07,0.00014788545377086848,0.009999999776482582,0.5950300693511963,,,,,,,,,,,,,,,,,
1742,10140.88805103302,243607,1778945398.815632,1268.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,10142.754799127579,243807,1778945400.6823802,1269.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,10144.699093580246,244000,1778945402.6266747,,,,0.0005104999290779233,0.00030868907924741507,-0.010000000707805157,0.01009167917072773,-0.009999999776482582,0.011132705956697464,0.009999999776482582,-2.0587759017944336,0.00017016664787661284,-0.7799293398857117,2.558626306381484e-07,2.755438804626465,7.051442452166157e-08,0.0,3.0,0.010000000707805157,3.184631793828885e-07,0.009999999776482582,0.00011132717918371782,-0.052505772560834885,2.8133564455856686e-07,-8.934730431064963e-06,1.2223608791828156e-07,0.00015099313168320805,0.009999999776482582,0.5930468440055847,,,,,,,,,,,,,,,,,
1745,10144.744107961655,244007,1778945402.671689,1270.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,10146.656056404114,244207,1778945404.5836375,1271.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,10148.56598687172,244407,1778945406.493568,1272.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,10149.44928073883,244500,1778945407.3768618,,,,0.0005104999290779233,0.0002401640813332051,-0.010000000707805157,0.010061542503535748,-0.009999999776482582,0.009631186723709106,0.009999999776482582,-1.9734702110290527,0.00017016664787661284,-0.7813541889190674,2.6196150315627165e-07,2.758035182952881,5.987074302993278e-08,0.0,3.0,0.010000000707805157,2.856872072243277e-07,0.009999999776482582,9.631197463022545e-05,-0.047488849610090256,2.542250570058968e-07,-8.081019586825278e-06,1.0943040251731873e-07,0.00013631088950205594,0.009999999776482582,0.5926393270492554,,,,,,,,,,,,,,,,,
1749,10150.504732370377,244607,1778945408.4323134,1273.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,10152.462312221527,244807,1778945410.3898933,1274.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,10154.349228143692,245000,1778945412.2768092,,,,0.0005135347018949687,0.000188789505045861,-0.010000000707805157,0.010080227628350258,-0.009999999776482582,0.009759449400007725,0.009999999776482582,-1.9397053718566895,0.000171178238815628,-0.7799809575080872,2.596993340375775e-07,2.75978422164917,4.6300037581659126e-08,0.0,3.0,0.010000000707805157,2.4214270410993777e-07,0.009999999776482582,9.759460226632655e-05,-0.018286339938640594,2.069276376914786e-07,-3.1302208753913874e-06,1.0710209608078003e-07,0.00013739326095674187,0.009999999776482582,0.5888732075691223,,,,,,,,,,,,,,,,,
1752,10154.396764993668,245007,1778945412.324346,1275.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,10155.35243320465,245109,1778945413.2800143,1276.0,102.0,-0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,10157.358078241348,245309,1778945415.2856593,1277.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,10159.204410791397,245500,1778945417.1319919,,,,0.0005135347018949687,0.00029897550120949745,-0.010000000707805157,0.010064804926514626,-0.009999999776482582,0.010187159292399883,0.009999999776482582,-1.9814975261688232,0.000171178238815628,-0.7815267443656921,2.59248281508917e-07,2.7623696327209473,5.667763502970047e-08,0.0,3.0,0.010000000707805157,2.5192156272169086e-07,0.009999999776482582,0.00010187170846620575,-0.021361881867051125,2.172553195123328e-07,-3.6566877952282084e-06,1.0943040251731873e-07,0.00014316495798993856,0.009999999776482582,0.5899202227592468,,,,,,,,,,,,,,,,,
1756,10159.327867746353,245509,1778945417.2554488,1278.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,10161.288669347763,245709,1778945419.2162504,1279.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,10163.188220024109,245909,1778945421.115801,1280.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,10164.064499139786,246000,1778945421.9920802,,,,0.0005111480131745338,0.0004716661642305553,-0.010000000707805157,0.010069181211292744,-0.009999999776482582,0.00969551969319582,0.009999999776482582,-1.9755420684814453,0.00017038267105817795,-0.7785179018974304,2.587130154552142e-07,2.7589011192321777,5.401671288041143e-08,0.0,3.0,0.010000000707805157,2.569881303315924e-07,0.009999999776482582,9.695530752651393e-05,-0.030194049701094627,2.2633138030414557e-07,-5.1445408644212876e-06,1.1106021702289581e-07,0.00013766385382041335,0.009999999776482582,0.5909745097160339,,,,,,,,,,,,,,,,,
1760,10165.034153223038,246109,1778945422.9617343,1281.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,10166.977849245071,246309,1778945424.9054303,1282.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,10168.819183826447,246500,1778945426.746765,,,,0.0005111480131745338,0.0002850290620699525,-0.010000000707805157,0.010067792609333992,-0.009999999776482582,0.009323609061539173,0.009999999776482582,-1.9679291248321533,0.00017038267105817795,-0.7779061794281006,2.5894124178194033e-07,2.765627861022949,5.2420158880295276e-08,0.0,3.0,0.010000000707805157,2.658076994066505e-07,0.009999999776482582,9.323619451606646e-05,-0.03318960964679718,2.3238119695179194e-07,-5.654935648635728e-06,1.0221265256404877e-07,0.00013264737208373845,0.009999999776482582,0.5926877856254578,,,,,,,,,,,,,,,,,
1763,10168.907409191132,246509,1778945426.8349903,1283.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,10170.910991191864,246709,1778945428.8385723,1284.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,10172.732201099396,246909,1778945430.6597822,1285.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,10173.591802835464,247000,1778945431.519384,,,,0.0005159098072908819,0.0009573798743076622,-0.010000000707805157,0.010082870721817017,-0.009999999776482582,0.009764421731233597,0.009999999776482582,-2.875135660171509,0.0001719699357636273,-0.7775842547416687,2.5644982315498055e-07,2.766059398651123,5.082360488017912e-08,0.0,3.0,0.010000000707805157,2.47080151893897e-07,0.009999999776482582,9.764432616066188e-05,-0.023480186238884926,2.115392874202371e-07,-4.037885446450673e-06,1.0454095900058746e-07,0.00013997701171319932,0.009999999776482582,0.5863158702850342,,,,,,,,,,,,,,,,,
1767,10174.591039657593,247109,1778945432.5186207,1286.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,10176.565693855286,247309,1778945434.493275,1287.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,10178.527348041534,247500,1778945436.454929,,,,0.0005159098072908819,0.0022429213859140873,-0.010000000707805157,0.010072511620819569,-0.009999999776482582,0.0102738281711936,0.009999999776482582,-2.00603985786438,0.0001719699357636273,-0.778560221195221,2.550257249822607e-07,2.7690000534057617,5.481498988046951e-08,0.0,3.0,0.010000000707805157,2.4193676040340506e-07,0.009999999776482582,0.00010273839143337682,-0.015899037942290306,2.061558603827507e-07,-2.734154350036988e-06,1.0360963642597198e-07,0.00014585036842618138,0.009999999776482582,0.5910478830337524,,,,,,,,,,,,,,,,,
1770,10178.613040208817,247509,1778945436.5406213,1288.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,10180.586054325104,247709,1778945438.5136354,1289.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,10182.447580814362,247909,1778945440.375162,1290.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,10183.336588859558,248000,1778945441.26417,,,,0.0005074607324786484,0.0005091530038043857,-0.010000000707805157,0.010064453817903996,-0.009999999776482582,0.010293083265423775,0.009999999776482582,-1.9861464500427246,0.0001691535726422444,-0.7773864269256592,2.6102958372575813e-07,2.7662806510925293,6.146728992462158e-08,0.0,3.0,0.010000000707805157,2.8221816705809033e-07,0.009999999776482582,0.00010293094237567857,-0.0382588766515255,2.480030047991022e-07,-6.471623692050343e-06,1.2014061212539673e-07,0.0001432503922842443,0.009999999776482582,0.5949891209602356,,,,,,,,,,,,,,,,,
1774,10184.348022699356,248109,1778945442.2756038,1291.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,10186.240414381027,248309,1778945444.1679955,1292.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,10188.087990999222,248500,1778945446.015572,,,,0.0005074607324786484,0.0005537780234590173,-0.010000000707805157,0.010056326165795326,-0.009999999776482582,0.00985597912222147,0.009999999776482582,-1.8733279705047607,0.0001691535726422444,-0.7763137221336365,2.8033485932610347e-07,2.776653528213501,6.705522537231445e-08,0.0,3.0,0.010000000707805157,2.951488795588375e-07,0.009999999776482582,9.855990356300026e-05,-0.03883702680468559,2.6108776296496217e-07,-6.569422566826688e-06,1.2014061212539673e-07,0.0001375857536913827,0.009999999776482582,0.6025879979133606,,,,,,,,,,,,,,,,,
1777,10188.153496026993,248509,1778945446.081077,1293.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,10190.27037525177,248709,1778945448.1979563,1294.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,10192.216100215912,248909,1778945450.1436813,1295.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,10192.944620370865,248986,1778945450.8722014,1296.0,77.0,0.23000000417232513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,10193.07822394371,249000,1778945451.005805,,,,0.0005116115789860487,0.0003500240854918957,-0.010000000707805157,0.010065294802188873,-0.009999999776482582,0.010619430802762508,0.009999999776482582,-1.852251648902893,0.00017053719784598798,-0.7754742503166199,2.888101846565405e-07,2.7719216346740723,7.66345493730114e-08,0.0,3.0,0.010000000707805157,3.252443150358886e-07,0.009999999776482582,0.00010619442764436826,-0.04536475986242294,2.8737866841765936e-07,-7.73637839301955e-06,1.3457611203193665e-07,0.00014459810336120427,0.009999999776482582,0.5902110934257507,,,,,,,,,,,,,,,,,
1782,10194.876319169998,249186,1778945452.8039002,1297.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,10196.798602581024,249386,1778945454.7261837,1298.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,10197.9673371315,249500,1778945455.8949182,,,,0.0005116115789860487,0.000298626342555508,-0.010000000707805157,0.010064947418868542,-0.009999999776482582,0.009814898483455181,0.009999999776482582,-1.775587797164917,0.00017053719784598798,-0.7770857214927673,3.0231126402213704e-07,2.776028871536255,7.76989139694706e-08,0.0,3.0,0.010000000707805157,3.142736773042998e-07,0.009999999776482582,9.814909572014585e-05,-0.03592486307024956,2.8704346277663717e-07,-6.12652320342022e-06,1.2898817658424377e-07,0.00013739873247686774,0.009999999776482582,0.5852091908454895,,,,,,,,,,,,,,,,,
1785,10198.814316034317,249586,1778945456.741897,1299.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,10200.855417251587,249786,1778945458.7829983,1300.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,10202.772010326385,249986,1778945460.6995914,1301.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,10239.089049339294,250000,1778945497.0166304,,,,0.0005215710843913257,0.0002677825395949185,-0.010000000707805157,0.010060006752610207,-0.009999999776482582,0.00962184276431799,0.009999999776482582,-1.70216703414917,0.0001738570281304419,-0.7766687870025635,3.118742597507662e-07,2.7754528522491455,7.104661392531852e-08,0.0,3.0,0.010000000707805157,3.063615281462262e-07,0.009999999776482582,9.62185367825441e-05,-0.030692344531416893,2.665371994226007e-07,-5.336079993867315e-06,1.227017492055893e-07,0.00013555111945606768,0.009999999776482582,0.5786367654800415,,0.0,182.6999969482422,0.0,-1.687000036239624,,34.30769348144531,,,,,,1.440000057220459,0.14000000059604645,,,7.0
1789,10239.120482206345,250001,1778945497.0480633,1302.0,15.0,-0.15000000596046448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,10241.061128616333,250201,1778945498.9887097,1303.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,10242.976153612137,250401,1778945500.9037347,1304.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,10243.875613451004,250500,1778945501.8031945,,,,0.0005215710843913257,0.00024263445811811835,-0.010000000707805157,0.010025391355156898,-0.009999999776482582,0.009852846153080463,0.009999999776482582,-1.6599498987197876,0.0001738570281304419,-0.775476336479187,3.2326644827662676e-07,2.7765166759490967,7.636845111846924e-08,0.0,3.0,0.010000000707805157,3.3915122799044184e-07,0.009999999776482582,9.852856601355597e-05,-0.038493212312459946,3.022536247954122e-07,-6.692314855172299e-06,1.3457611203193665e-07,0.00013869856775272638,0.009999999776482582,0.5678960084915161,,,,,,,,,,,,,,,,,
1793,10244.405080080032,250561,1778945502.3326612,1305.0,160.0,-0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,10246.212287664413,250761,1778945504.1398687,1306.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,10247.910290956497,250961,1778945505.837872,1307.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,10248.261324882507,251000,1778945506.188906,,,,0.0005396992200985551,0.0002852000470738858,-0.010000000707805157,0.010023273527622223,-0.009999999776482582,0.009640663862228394,0.009999999776482582,-1.677148699760437,0.0001798997400328517,-0.776299238204956,3.1540645295535796e-07,2.771239757537842,6.891787052154541e-08,0.0,3.0,0.010000000707805157,2.8609039759430743e-07,0.009999999776482582,9.640674397815019e-05,-0.02372448518872261,2.5441306661377894e-07,-4.268028533260804e-06,1.1920928955078125e-07,0.00013613462215289474,0.009999999776482582,0.557158887386322,,,,,,,,,,,,,,,,,
1797,10249.746483564377,251161,1778945507.6740646,1308.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,10250.03935289383,251196,1778945507.966934,1309.0,35.0,0.6499999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,10251.869266033173,251396,1778945509.796847,1310.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,10252.829492092133,251500,1778945510.7570732,,,,0.0005396992200985551,0.00026453236932866275,-0.010000000707805157,0.01004881039261818,-0.009999999776482582,0.009582394734025002,0.009999999776482582,-1.6760413646697998,0.0001798997400328517,-0.7778416872024536,3.105410542048048e-07,2.7686679363250732,6.040292532816238e-08,0.0,3.0,0.010000000707805157,2.5803299763538234e-07,0.009999999776482582,9.582405618857592e-05,-0.009717975743114948,2.2376259778411622e-07,-1.7482618659414584e-06,1.180451363325119e-07,0.00013649124593939632,0.009999999776482582,0.557452917098999,,,,,,,,,,,,,,,,,
