_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/world_model_loss,train/rewards_mean,train/epsilon,train/q_pred_mean,train/q_loss,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
1035,7448.125301599503,146486,1778972466.1337817,756.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1036,7448.2441329956055,146500,1778972466.252613,,,,0.00029323966009542346,-0.009999999776482582,0.009999999776482582,-0.6890110373497009,3.0079736709594727,,,,,,,,,,,,,,,,,
1037,7449.787487745285,146686,1778972467.7959678,757.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1038,7451.513798236847,146886,1778972469.5222783,758.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1039,7452.440320730209,146999,1778972470.4488008,759.0,113.0,-0.12999999523162842,,,,,,,,,,,,,,,,,,,,,,
1040,7452.466264247894,147000,1778972470.4747443,,,,0.0004456263268366456,-0.009999999776482582,0.009999999776482582,-0.6889508366584778,3.0082786083221436,,,,,,,,,,,,,,,,,
1041,7454.11803150177,147199,1778972472.1265116,760.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1042,7455.801725149155,147399,1778972473.8102052,761.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1043,7456.668813705444,147500,1778972474.6772938,,,,0.0004508695565164089,-0.009999999776482582,0.009999999776482582,-0.6900088787078857,3.0027101039886475,,,,,,,,,,,,,,,,,
1044,7457.490295410156,147599,1778972475.4987755,762.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1045,7459.160980939865,147799,1778972477.169461,763.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1046,7460.90149140358,147999,1778972478.9099715,764.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1047,7460.921240091324,148000,1778972478.9297202,,,,0.0008242186158895493,-0.009999999776482582,0.009999999776482582,-0.691470205783844,3.006363868713379,,,,,,,,,,,,,,,,,
1048,7462.608587503433,148199,1778972480.6170676,765.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1049,7464.41068148613,148399,1778972482.4191616,766.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1050,7465.3977863788605,148500,1778972483.4062665,,,,0.0011192663805559278,-0.009999999776482582,0.009999999776482582,-0.6929840445518494,2.9952690601348877,,,,,,,,,,,,,,,,,
1051,7466.208354473114,148599,1778972484.2168345,767.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1052,7468.018753051758,148799,1778972486.0272331,768.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1053,7469.770310163498,148999,1778972487.7787902,769.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1054,7469.776312828064,149000,1778972487.784793,,,,0.0010829539969563484,-0.009999999776482582,0.009999999776482582,-0.6923415660858154,2.9977128505706787,,,,,,,,,,,,,,,,,
1055,7471.499167919159,149199,1778972489.507648,770.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1056,7473.270068883896,149399,1778972491.278549,771.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1057,7474.16557598114,149500,1778972492.174056,,,,0.0005932831554673612,-0.009999999776482582,0.009999999776482582,-0.6957053542137146,2.9963014125823975,,,,,,,,,,,,,,,,,
1058,7475.017910003662,149599,1778972493.02639,772.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1059,7476.740337848663,149799,1778972494.748818,773.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1060,7478.367891788483,149999,1778972496.3763719,774.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1061,7514.81871509552,150000,1778972532.8271952,,,,0.0004930014256387949,-0.009999999776482582,0.009999999776482582,-0.6943109631538391,2.994572401046753,,0.0,190.3800048828125,0.0,-1.823799967765808,,37.349998474121094,,,,,,0.8199999928474426,0.07999999821186066,,,4.0
1062,7514.836444377899,150001,1778972532.8449244,775.0,2.0,-0.019999999552965164,,,,,,,,,,,,,,,,,,,,,,
1063,7516.566298723221,150201,1778972534.5747788,776.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1064,7518.177752733231,150401,1778972536.1862328,777.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1065,7518.9222004413605,150500,1778972536.9306805,,,,0.0005315192975103855,-0.009999999776482582,0.009999999776482582,-0.69501131772995,2.990154981613159,,,,,,,,,,,,,,,,,
1066,7519.725257396698,150601,1778972537.7337375,778.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1067,7521.321218013763,150801,1778972539.329698,779.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1068,7522.918695688248,151000,1778972540.9271758,,,,0.0002854111953638494,-0.009999999776482582,0.009999999776482582,-0.6959418058395386,2.9904820919036865,,,,,,,,,,,,,,,,,
1069,7522.9345853328705,151001,1778972540.9430654,780.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1070,7524.615040540695,151201,1778972542.6235206,781.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1071,7526.17863535881,151401,1778972544.1871154,782.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1072,7527.039298534393,151500,1778972545.0477786,,,,0.00035530939931049943,-0.009999999776482582,0.009999999776482582,-0.6985484957695007,2.987752676010132,,,,,,,,,,,,,,,,,
1073,7527.8515655994415,151601,1778972545.8600457,783.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1074,7529.370505094528,151801,1778972547.3789852,784.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1075,7531.042027711868,152000,1778972549.0505078,,,,0.0002952098730020225,-0.009999999776482582,0.009999999776482582,-0.6993736028671265,2.987835645675659,,,,,,,,,,,,,,,,,
1076,7531.048030614853,152001,1778972549.0565107,785.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1077,7532.701009988785,152201,1778972550.70949,786.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1078,7534.31166434288,152401,1778972552.3201444,787.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1079,7535.143367052078,152500,1778972553.1518471,,,,0.00032744789496064186,-0.009999999776482582,0.009999999776482582,-0.7020604014396667,2.9790139198303223,,,,,,,,,,,,,,,,,
1080,7536.0151472091675,152601,1778972554.0236273,788.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1081,7537.669097900391,152801,1778972555.677578,789.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1082,7539.2401394844055,153000,1778972557.2486196,,,,0.000413961592130363,-0.009999999776482582,0.009999999776482582,-0.7022146582603455,2.9776997566223145,,,,,,,,,,,,,,,,,
1083,7539.245881319046,153001,1778972557.2543614,790.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1084,7540.80836725235,153201,1778972558.8168473,791.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1085,7542.458392858505,153401,1778972560.466873,792.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1086,7543.334242343903,153500,1778972561.3427224,,,,0.0006804590811952949,-0.009999999776482582,0.009999999776482582,-0.7031688094139099,2.9740099906921387,,,,,,,,,,,,,,,,,
1087,7544.184862852097,153601,1778972562.193343,793.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1088,7545.89305305481,153801,1778972563.9015331,794.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1089,7547.604058504105,154000,1778972565.6125386,,,,0.000381407851818949,-0.009999999776482582,0.009999999776482582,-0.7043390870094299,2.973423719406128,,,,,,,,,,,,,,,,,
1090,7547.610062122345,154001,1778972565.6185422,795.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1091,7549.20635175705,154201,1778972567.2148318,796.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1092,7550.942212820053,154401,1778972568.950693,797.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1093,7551.762045621872,154500,1778972569.7705257,,,,0.0004051325377076864,-0.009999999776482582,0.009999999776482582,-0.7053917646408081,2.9659876823425293,,,,,,,,,,,,,,,,,
1094,7552.514572620392,154601,1778972570.5230527,798.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1095,7554.130706071854,154801,1778972572.1391861,799.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1096,7555.723464012146,155000,1778972573.731944,,,,0.0003219020727556199,-0.009999999776482582,0.009999999776482582,-0.7055013179779053,2.9658405780792236,,,,,,,,,,,,,,,,,
1097,7555.729205369949,155001,1778972573.7376854,800.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1098,7557.429084539413,155201,1778972575.4375646,801.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1099,7559.0908970832825,155401,1778972577.0993772,802.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1100,7559.839095830917,155500,1778972577.847576,,,,0.0003691067104227841,-0.009999999776482582,0.009999999776482582,-0.7066652774810791,2.9652609825134277,,,,,,,,,,,,,,,,,
1101,7560.640453577042,155601,1778972578.6489336,803.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1102,7562.295277833939,155801,1778972580.303758,804.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1103,7563.855349779129,156000,1778972581.8638299,,,,,,0.009999999776482582,-0.7065079212188721,,,,,,,,,,,,,,,,,,
1104,7563.855349779129,156001,1778972581.8638299,805.0,200.0,-2.0,0.0005306833190843463,-0.009999999776482582,,,2.9644217491149902,,,,,,,,,,,,,,,,,
1105,7565.520188331604,156201,1778972583.5286684,806.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1106,7567.140475034714,156401,1778972585.148955,807.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1107,7567.973086595535,156500,1778972585.9815667,,,,0.0004088507848791778,-0.009999999776482582,0.009999999776482582,-0.7082663774490356,2.9603564739227295,,,,,,,,,,,,,,,,,
1108,7568.879288196564,156601,1778972586.8877683,808.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1109,7570.513121128082,156801,1778972588.5216012,809.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1110,7572.147613525391,157000,1778972590.1560936,,,,0.0005946234450675547,-0.009999999776482582,0.009999999776482582,-0.7079160213470459,2.95796275138855,,,,,,,,,,,,,,,,,
1111,7572.153354644775,157001,1778972590.1618347,810.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1112,7573.762053728104,157201,1778972591.7705338,811.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1113,7575.475609540939,157401,1778972593.4840896,812.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1114,7576.2941880226135,157500,1778972594.302668,,,,0.0010940340580418706,-0.009999999776482582,0.009999999776482582,-0.707122266292572,2.965935468673706,,,,,,,,,,,,,,,,,
1115,7577.0948350429535,157601,1778972595.103315,813.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1116,7578.632728099823,157801,1778972596.6412082,814.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1117,7579.44845032692,157901,1778972597.4569304,815.0,100.0,-6.661338147750939e-16,,,,,,,,,,,,,,,,,,,,,,
1118,7580.265083312988,158000,1778972598.2735634,,,,0.0008518312242813408,-0.009999999776482582,0.009999999776482582,-0.709490954875946,2.962117910385132,,,,,,,,,,,,,,,,,
1119,7581.061217784882,158101,1778972599.0696979,816.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1120,7581.786904335022,158198,1778972599.7953844,817.0,97.0,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,
1121,7583.474407672882,158398,1778972601.4828877,818.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1122,7584.3488891124725,158500,1778972602.3573692,,,,0.0008807278936728835,-0.009999999776482582,0.009999999776482582,-0.7096869945526123,2.962040424346924,,,,,,,,,,,,,,,,,
1123,7585.1406943798065,158598,1778972603.1491745,819.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1124,7586.740435123444,158798,1778972604.7489152,820.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1125,7588.428235530853,158998,1778972606.4367156,821.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1126,7588.451680898666,159000,1778972606.460161,,,,0.0009356143418699503,-0.009999999776482582,0.009999999776482582,-0.7103500962257385,2.955888032913208,,,,,,,,,,,,,,,,,
1127,7589.995037078857,159198,1778972608.0035172,822.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1128,7590.372751951218,159241,1778972608.381232,823.0,43.0,0.5699999928474426,,,,,,,,,,,,,,,,,,,,,,
1129,7592.011182785034,159441,1778972610.0196629,824.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1130,7592.539581775665,159500,1778972610.5480618,,,,0.0013595756608992815,-0.009999999776482582,0.009999999776482582,-0.7105315327644348,2.961693048477173,,,,,,,,,,,,,,,,,
1131,7593.644268751144,159641,1778972611.6527488,825.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1132,7595.249856472015,159841,1778972613.2583365,826.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1133,7851.586592435837,160000,1778972869.5950725,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_7_bd9501539d251291a654.mp4', 'sha256': 'bd9501539d251291a65497fa58108b2ffcb3a85af32bdff2daabfdef612ed18b', 'size': 676088}",,,,,,,,,,,,,,,,
1134,7890.125932693481,160000,1778972908.1344128,,,,0.0005922869313508272,-0.009999999776482582,0.009999999776482582,-0.7108927369117737,2.9586269855499268,,0.0,200.0,0.0,-2.0,39.85714340209961,50.91304397583008,200.0,-2.0,0.0,0.0,0.44999998807907104,0.5199999809265137,0.0,0.0,0.0,0.0
1135,7890.146444797516,160001,1778972908.1549249,827.0,160.0,-1.600000023841858,,,,,,,,,,,,,,,,,,,,,,
1136,7891.38813996315,160148,1778972909.39662,828.0,147.0,-0.4699999988079071,,,,,,,,,,,,,,,,,,,,,,
1137,7893.063418149948,160348,1778972911.0718982,829.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1138,7894.324661970139,160500,1778972912.333142,,,,0.0006764938007108867,-0.009999999776482582,0.009999999776482582,-0.7125019431114197,2.954390287399292,,,,,,,,,,,,,,,,,
1139,7894.751866102219,160548,1778972912.7603462,830.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1140,7896.449573278427,160748,1778972914.4580534,831.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1141,7898.218782663345,160948,1778972916.2272627,832.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1142,7898.6538643836975,161000,1778972916.6623445,,,,0.000734298606403172,-0.009999999776482582,0.009999999776482582,-0.7148190140724182,2.9516825675964355,,,,,,,,,,,,,,,,,
1143,7899.896898508072,161148,1778972917.9053786,833.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1144,7901.681359529495,161348,1778972919.6898396,834.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1145,7902.967445850372,161500,1778972920.975926,,,,0.0007305528270080686,-0.009999999776482582,0.009999999776482582,-0.7167666554450989,2.942786455154419,,,,,,,,,,,,,,,,,
1146,7903.3711721897125,161548,1778972921.3796523,835.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1147,7905.02769112587,161748,1778972923.0361712,836.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1148,7906.790586233139,161948,1778972924.7990663,837.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1149,7907.230985403061,162000,1778972925.2394655,,,,0.0005347057594917715,-0.009999999776482582,0.009999999776482582,-0.7173885703086853,2.9408042430877686,,,,,,,,,,,,,,,,,
1150,7908.554002523422,162148,1778972926.5624826,838.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1151,7910.310096025467,162348,1778972928.318576,839.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1152,7911.838513374329,162500,1778972929.8469934,,,,0.00036368289147503674,-0.009999999776482582,0.009999999776482582,-0.7186288237571716,2.9344403743743896,,,,,,,,,,,,,,,,,
1153,7912.202260255814,162548,1778972930.2107403,840.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1154,7914.014919281006,162748,1778972932.0233994,841.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1155,7915.748470544815,162948,1778972933.7569506,842.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1156,7916.239858627319,163000,1778972934.2483387,,,,0.00029600271955132484,-0.009999999776482582,0.009999999776482582,-0.7202147245407104,2.932831287384033,,,,,,,,,,,,,,,,,
1157,7917.582775115967,163148,1778972935.5912552,843.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1158,7919.500807762146,163348,1778972937.5092878,844.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1159,7920.878381490707,163500,1778972938.8868616,,,,0.0004929117858409882,-0.009999999776482582,0.009999999776482582,-0.720867931842804,2.9272620677948,,,,,,,,,,,,,,,,,
1160,7921.27275967598,163548,1778972939.2812397,845.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1161,7923.060660123825,163748,1778972941.0691402,846.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1162,7924.724966049194,163948,1778972942.7334461,847.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1163,7925.235231161118,164000,1778972943.2437112,,,,0.0005851293681189418,-0.009999999776482582,0.009999999776482582,-0.7218764424324036,2.9265215396881104,,,,,,,,,,,,,,,,,
1164,7926.50896525383,164148,1778972944.5174453,848.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1165,7928.195265293121,164348,1778972946.2037454,849.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1166,7929.567445516586,164500,1778972947.5759256,,,,0.0003833298687823117,-0.009999999776482582,0.009999999776482582,-0.7249824404716492,2.921558141708374,,,,,,,,,,,,,,,,,
1167,7929.958513259888,164548,1778972947.9669933,850.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1168,7931.642979621887,164748,1778972949.6514597,851.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1169,7933.337470293045,164948,1778972951.3459504,852.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1170,7933.869110822678,165000,1778972951.877591,,,,0.00033424387220293283,-0.009999999776482582,0.009999999776482582,-0.7230405211448669,2.9262521266937256,,,,,,,,,,,,,,,,,
1171,7935.138769388199,165148,1778972953.1472495,853.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1172,7936.8234786987305,165348,1778972954.8319588,854.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1173,7938.230086803436,165500,1778972956.2385669,,,,0.0005199117586016655,-0.009999999776482582,0.009999999776482582,-0.7247697710990906,2.9200940132141113,,,,,,,,,,,,,,,,,
1174,7938.760363817215,165548,1778972956.768844,855.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1175,7940.483103752136,165748,1778972958.4915838,856.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1176,7942.2530605793,165948,1778972960.2615407,857.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1177,7942.687995672226,166000,1778972960.6964757,,,,0.00040397525299340487,-0.009999999776482582,0.009999999776482582,-0.7241733074188232,2.9224894046783447,,,,,,,,,,,,,,,,,
1178,7943.989467382431,166148,1778972961.9979475,858.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1179,7945.69441151619,166348,1778972963.7028916,859.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1180,7946.981024503708,166500,1778972964.9895046,,,,0.0002111993671860546,-0.009999999776482582,0.009999999776482582,-0.7256642580032349,2.916792392730713,,,,,,,,,,,,,,,,,
1181,7947.4261972904205,166548,1778972965.4346774,860.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1182,7949.249823331833,166748,1778972967.2583034,861.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1183,7951.1421666145325,166948,1778972969.1506467,862.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1184,7951.580978631973,167000,1778972969.5894587,,,,0.0008091689087450504,-0.009999999776482582,0.009999999776482582,-0.7268846035003662,2.917443037033081,,,,,,,,,,,,,,,,,
1185,7952.856808662415,167148,1778972970.8652887,863.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1186,7954.577139616013,167348,1778972972.5856197,864.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1187,7955.8224976062775,167500,1778972973.8309777,,,,0.0005981959402561188,-0.009999999776482582,0.009999999776482582,-0.7285065054893494,2.9089534282684326,,,,,,,,,,,,,,,,,
1188,7956.199009418488,167548,1778972974.2074895,865.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1189,7958.078507184982,167748,1778972976.0869873,866.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1190,7959.887323379517,167948,1778972977.8958035,867.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1191,7960.320862293243,168000,1778972978.3293424,,,,0.00038783386116847396,-0.009999999776482582,0.009999999776482582,-0.729323148727417,2.9089372158050537,,,,,,,,,,,,,,,,,
1192,7961.568355798721,168148,1778972979.5768359,868.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1193,7963.336885929108,168348,1778972981.345366,869.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1194,7964.636029481888,168500,1778972982.6445096,,,,0.0006589009426534176,-0.009999999776482582,0.009999999776482582,-0.7307835221290588,2.907505750656128,,,,,,,,,,,,,,,,,
1195,7965.006926774979,168548,1778972983.0154068,870.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1196,7965.26194024086,168576,1778972983.2704203,871.0,28.0,0.7200000286102295,,,,,,,,,,,,,,,,,,,,,,
1197,7966.950118303299,168776,1778972984.9585984,872.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1198,7968.624261856079,168976,1778972986.632742,873.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1199,7968.848053455353,169000,1778972986.8565335,,,,0.0005890539614483714,-0.009999999776482582,0.009999999776482582,-0.7319363355636597,2.902094602584839,,,,,,,,,,,,,,,,,
1200,7970.447245597839,169176,1778972988.4557257,874.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1201,7972.205669641495,169376,1778972990.2141497,875.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1202,7973.337917089462,169500,1778972991.3463972,,,,0.0008282818598672748,-0.009999999776482582,0.009999999776482582,-0.7314319014549255,2.8984246253967285,,,,,,,,,,,,,,,,,
1203,7974.017846822739,169576,1778972992.026327,876.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1204,7975.255368709564,169716,1778972993.2638488,877.0,140.0,-0.4000000059604645,,,,,,,,,,,,,,,,,,,,,,
1205,7977.078615427017,169916,1778972995.0870955,878.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1206,8016.938555717468,170000,1778973034.9470358,,,,0.0007780626183375716,-0.009999999776482582,0.009999999776482582,-0.7333729267120361,2.8972277641296387,,0.0,196.63999938964844,0.0,-1.9464000463485718,,55.772727966308594,,,,,,0.4399999976158142,0.019999999552965164,,,1.0
1207,8016.965240478516,170001,1778973034.9737206,879.0,85.0,-0.8500000238418579,,,,,,,,,,,,,,,,,,,,,,
1208,8018.63338303566,170201,1778973036.641863,880.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1209,8020.323570013046,170401,1778973038.33205,881.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1210,8021.231176137924,170500,1778973039.2396562,,,,0.00044154541683383286,-0.009999999776482582,0.009999999776482582,-0.7351345419883728,2.8896987438201904,,,,,,,,,,,,,,,,,
1211,8022.068679571152,170601,1778973040.0771596,882.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1212,8023.85142326355,170801,1778973041.8599033,883.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1213,8025.485595941544,171000,1778973043.494076,,,,0.000819800712633878,-0.009999999776482582,0.009999999776482582,-0.735263466835022,2.8870463371276855,,,,,,,,,,,,,,,,,
1214,8025.501243114471,171001,1778973043.5097232,884.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1215,8027.13405251503,171201,1778973045.1425326,885.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1216,8028.779831171036,171401,1778973046.7883112,886.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1217,8029.592903375626,171500,1778973047.6013834,,,,0.00045605420018546283,-0.009999999776482582,0.009999999776482582,-0.7371155619621277,2.8848867416381836,,,,,,,,,,,,,,,,,
1218,8030.414316892624,171601,1778973048.422797,887.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1219,8032.135201692581,171801,1778973050.1436818,888.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1220,8033.764953374863,172000,1778973051.7734334,,,,0.0002468744060024619,-0.009999999776482582,0.009999999776482582,-0.7376098036766052,2.886549472808838,,,,,,,,,,,,,,,,,
1221,8033.770694732666,172001,1778973051.7791748,889.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1222,8035.4564735889435,172201,1778973053.4649537,890.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1223,8037.007802248001,172401,1778973055.0162823,891.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1224,8037.807869195938,172500,1778973055.8163493,,,,0.00037509575486183167,-0.009023437276482582,0.009999999776482582,-0.7395352721214294,2.8803484439849854,,,,,,,,,,,,,,,,,
1225,8038.619561672211,172601,1778973056.6280417,892.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1226,8040.228804588318,172801,1778973058.2372847,893.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1227,8041.824814081192,173000,1778973059.8332942,,,,0.00043917432776652277,-0.009999999776482582,0.009999999776482582,-0.7396562099456787,2.877824544906616,,,,,,,,,,,,,,,,,
1228,8041.839825153351,173001,1778973059.8483052,894.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1229,8043.476002693176,173201,1778973061.4844828,895.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1230,8045.051498889923,173401,1778973063.059979,896.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1231,8045.900405168533,173500,1778973063.9088852,,,,0.0004764157929457724,-0.009999999776482582,0.009999999776482582,-0.7404904961585999,2.871107339859009,,,,,,,,,,,,,,,,,
1232,8046.739857435226,173601,1778973064.7483375,897.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1233,8048.350481510162,173801,1778973066.3589616,898.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1234,8050.02888584137,174000,1778973068.037366,,,,0.00036262813955545425,-0.009999999776482582,0.009999999776482582,-0.7415889501571655,2.8718981742858887,,,,,,,,,,,,,,,,,
