_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/world_model_loss,train/rewards_mean,train/epsilon,train/q_pred_mean,train/q_loss,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
1614,9405.784710645676,226169,1778974423.7931907,1171.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1615,9407.50070810318,226369,1778974425.5091882,1172.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1616,9408.66513299942,226500,1778974426.673613,,,,0.0003639673814177513,-0.009999999776482582,0.009999999776482582,-0.7909197211265564,2.6999006271362305,,,,,,,,,,,,,,,,,
1617,9409.276486635208,226569,1778974427.2849667,1173.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1618,9409.550013780594,226605,1778974427.5584939,1174.0,36.0,0.6399999856948853,,,,,,,,,,,,,,,,,,,,,,
1619,9411.265887498856,226805,1778974429.2743676,1175.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1620,9412.345569610596,226936,1778974430.3540497,1176.0,131.0,-0.3100000023841858,,,,,,,,,,,,,,,,,,,,,,
1621,9412.60815501213,226962,1778974430.616635,1177.0,26.0,0.7400000095367432,,,,,,,,,,,,,,,,,,,,,,
1622,9412.902890920639,227000,1778974430.911371,,,,0.00033503706799820065,-0.009023437276482582,0.009999999776482582,-0.7903833985328674,2.7106034755706787,,,,,,,,,,,,,,,,,
1623,9414.265823602676,227162,1778974432.2743037,1178.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1624,9415.92797422409,227362,1778974433.9364543,1179.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1625,9417.213556051254,227500,1778974435.2220361,,,,0.0004671345232054591,-0.009999999776482582,0.009999999776482582,-0.7901164889335632,2.70310378074646,,,,,,,,,,,,,,,,,
1626,9417.756859779358,227562,1778974435.7653399,1180.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1627,9419.511127233505,227762,1778974437.5196073,1181.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1628,9421.226366996765,227962,1778974439.234847,1182.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1629,9421.604560613632,228000,1778974439.6130407,,,,0.0003350129700265825,-0.009023437276482582,0.009999999776482582,-0.7915652394294739,2.704007387161255,,,,,,,,,,,,,,,,,
1630,9422.419251441956,228097,1778974440.4277315,1183.0,135.0,-0.3499999940395355,,,,,,,,,,,,,,,,,,,,,,
1631,9423.705138206482,228248,1778974441.7136183,1184.0,151.0,-0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,
1632,9425.349573373795,228448,1778974443.3580534,1185.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1633,9425.820096492767,228500,1778974443.8285766,,,,0.00029418186750262976,-0.009999999776482582,0.009999999776482582,-0.7915062308311462,2.6999351978302,,,,,,,,,,,,,,,,,
1634,9427.064842939377,228648,1778974445.073323,1186.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1635,9428.959617614746,228848,1778974446.9680977,1187.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1636,9429.483442544937,228907,1778974447.4919226,1188.0,59.0,0.4099999964237213,,,,,,,,,,,,,,,,,,,,,,
1637,9430.256598711014,229000,1778974448.2650788,,,,0.0007713112281635404,-0.009999999776482582,0.009999999776482582,-0.7907782196998596,2.704387903213501,,,,,,,,,,,,,,,,,
1638,9431.111921310425,229107,1778974449.1204014,1189.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1639,9432.837738752365,229307,1778974450.8462188,1190.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1640,9434.560972213745,229500,1778974452.5694523,,,,0.0011460809037089348,-0.009999999776482582,0.009999999776482582,-0.7922827005386353,2.702115058898926,,,,,,,,,,,,,,,,,
1641,9434.647876501083,229507,1778974452.6563566,1191.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1642,9436.434445858002,229707,1778974454.442926,1192.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1643,9438.13073182106,229907,1778974456.139212,1193.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1644,9475.653133869171,230000,1778974493.661614,,,,0.0004152852634433657,-0.009999999776482582,0.009999999776482582,-0.791380763053894,2.6950602531433105,,0.0,190.52000427246094,0.0,-1.8451999425888062,,35.318180084228516,,,,,,0.5600000023841858,0.05999999865889549,,,3.0
1645,9475.665016174316,230001,1778974493.6734962,1194.0,94.0,-0.9399999976158142,,,,,,,,,,,,,,,,,,,,,,
1646,9477.388495206833,230201,1778974495.3969753,1195.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1647,9479.015538454056,230401,1778974497.0240185,1196.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1648,9479.159722328186,230419,1778974497.1682024,1197.0,18.0,0.8199999928474426,,,,,,,,,,,,,,,,,,,,,,
1649,9479.777136325836,230500,1778974497.7856164,,,,0.0005509780021384358,-0.009999999776482582,0.009999999776482582,-0.7924755811691284,2.695814371109009,,,,,,,,,,,,,,,,,
1650,9480.722613334656,230619,1778974498.7310934,1198.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1651,9482.352770805359,230819,1778974500.3612509,1199.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1652,9483.869930028915,231000,1778974501.87841,,,,0.0008386533590964973,-0.009999999776482582,0.009999999776482582,-0.7927892208099365,2.6986711025238037,,,,,,,,,,,,,,,,,
1653,9484.033912181854,231019,1778974502.0423923,1200.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1654,9485.675831794739,231219,1778974503.6843119,1201.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1655,9487.241889238358,231419,1778974505.2503693,1202.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1656,9487.927994251251,231500,1778974505.9364743,,,,0.00038652983494102955,-0.009999999776482582,0.009999999776482582,-0.7917835116386414,2.6972439289093018,,,,,,,,,,,,,,,,,
1657,9488.942823410034,231619,1778974506.9513035,1203.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1658,9490.67274403572,231819,1778974508.681224,1204.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1659,9492.190303325653,232000,1778974510.1987834,,,,0.0005580949364230037,-0.009999999776482582,0.009999999776482582,-0.793165922164917,2.6955313682556152,,,,,,,,,,,,,,,,,
1660,9492.32206583023,232019,1778974510.330546,1205.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1661,9493.9101126194,232219,1778974511.9185927,1206.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1662,9495.47310090065,232419,1778974513.481581,1207.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1663,9496.165173530579,232500,1778974514.1736536,,,,0.0008056092192418873,-0.009999999776482582,0.009999999776482582,-0.791899561882019,2.6951730251312256,,,,,,,,,,,,,,,,,
1664,9497.108791828156,232619,1778974515.117272,1208.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1665,9498.755201816559,232819,1778974516.763682,1209.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1666,9500.260802984238,233000,1778974518.269283,,,,0.0004363864427432418,-0.009999999776482582,0.009999999776482582,-0.7926852107048035,2.6897192001342773,,,,,,,,,,,,,,,,,
1667,9500.38485121727,233019,1778974518.3933313,1210.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1668,9501.980873823166,233219,1778974519.989354,1211.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1669,9503.564634561539,233419,1778974521.5731146,1212.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1670,9504.23296380043,233500,1778974522.2414439,,,,0.0007690689526498318,-0.009999999776482582,0.009999999776482582,-0.7932876944541931,2.6916472911834717,,,,,,,,,,,,,,,,,
1671,9505.160131931305,233619,1778974523.168612,1213.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1672,9506.821365833282,233819,1778974524.829846,1214.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1673,9508.36087679863,234000,1778974526.3693569,,,,0.0014124660519883037,-0.009999999776482582,0.009999999776482582,-0.7958900928497314,2.682655096054077,,,,,,,,,,,,,,,,,
1674,9508.486827135086,234019,1778974526.4953072,1215.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1675,9510.144471406937,234219,1778974528.1529515,1216.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1676,9511.84158706665,234419,1778974529.8500671,1217.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1677,9512.546896219254,234500,1778974530.5553763,,,,0.0003862997400574386,-0.009999999776482582,0.009999999776482582,-0.795844316482544,2.6881601810455322,,,,,,,,,,,,,,,,,
1678,9513.45377087593,234619,1778974531.462251,1218.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1679,9515.116842508316,234819,1778974533.1253226,1219.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1680,9516.52139043808,235000,1778974534.5298705,,,,0.0022405541967600584,-0.009999999776482582,0.009999999776482582,-0.7966183423995972,2.6878597736358643,,,,,,,,,,,,,,,,,
1681,9516.71428513527,235019,1778974534.7227652,1220.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1682,9518.304555177689,235219,1778974536.3130352,1221.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1683,9519.942912340164,235419,1778974537.9513924,1222.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1684,9520.568348646164,235500,1778974538.5768287,,,,0.0006859498098492622,-0.009999999776482582,0.009999999776482582,-0.7968077063560486,2.681798219680786,,,,,,,,,,,,,,,,,
1685,9521.535794734955,235619,1778974539.5442748,1223.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1686,9523.12992310524,235819,1778974541.1384032,1224.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1687,9524.598255872726,236000,1778974542.606736,,,,0.0009501402964815497,-0.009999999776482582,0.009999999776482582,-0.7963792681694031,2.680056095123291,,,,,,,,,,,,,,,,,
1688,9524.731279850006,236019,1778974542.73976,1225.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1689,9526.36209154129,236219,1778974544.3705716,1226.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1690,9528.054564476013,236419,1778974546.0630445,1227.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1691,9528.741519212723,236500,1778974546.7499993,,,,0.0007660225965082645,-0.009999999776482582,0.009999999776482582,-0.7956861853599548,2.677367687225342,,,,,,,,,,,,,,,,,
1692,9529.791160345078,236619,1778974547.7996404,1228.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1693,9531.482731342316,236819,1778974549.4912114,1229.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1694,9532.950736284256,237000,1778974550.9592164,,,,0.000909250695258379,-0.009999999776482582,0.009999999776482582,-0.7968884110450745,2.6732354164123535,,,,,,,,,,,,,,,,,
1695,9533.08959555626,237019,1778974551.0980756,1230.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1696,9534.691596508026,237219,1778974552.7000766,1231.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1697,9536.260335206985,237419,1778974554.2688153,1232.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1698,9536.935443162918,237500,1778974554.9439232,,,,0.0010136319324374199,-0.009999999776482582,0.009999999776482582,-0.7975014448165894,2.674065351486206,,,,,,,,,,,,,,,,,
1699,9537.863894939423,237619,1778974555.872375,1233.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1700,9539.43405175209,237819,1778974557.4425318,1234.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1701,9540.943195819855,238000,1778974558.951676,,,,0.0007381507894024253,-0.009023437276482582,0.009999999776482582,-0.7967762351036072,2.6740925312042236,,,,,,,,,,,,,,,,,
1702,9540.952461719513,238002,1778974558.9609418,1235.0,183.0,-0.8299999833106995,,,,,,,,,,,,,,,,,,,,,,
1703,9542.543716430664,238202,1778974560.5521965,1236.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1704,9544.189979314804,238402,1778974562.1984594,1237.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1705,9545.040744543076,238500,1778974563.0492246,,,,0.000496633758302778,-0.009999999776482582,0.009999999776482582,-0.7977043390274048,2.6704535484313965,,,,,,,,,,,,,,,,,
1706,9545.910971403122,238602,1778974563.9194515,1238.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1707,9547.515852451324,238802,1778974565.5243325,1239.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1708,9549.263393640518,239000,1778974567.2718737,,,,0.0008363740053027868,-0.009999999776482582,0.009999999776482582,-0.7979214787483215,2.674503803253174,,,,,,,,,,,,,,,,,
1709,9549.271136522293,239002,1778974567.2796166,1240.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1710,9550.307754516602,239125,1778974568.3162346,1241.0,123.0,-0.23000000417232513,,,,,,,,,,,,,,,,,,,,,,
1711,9551.844651937485,239325,1778974569.853132,1242.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1712,9553.330037355423,239500,1778974571.3385174,,,,0.0007841823389753699,-0.009999999776482582,0.009999999776482582,-0.7984880208969116,2.6737444400787354,,,,,,,,,,,,,,,,,
1713,9553.521553516388,239525,1778974571.5300336,1243.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1714,9555.114359378815,239725,1778974573.1228395,1244.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1715,9556.808853387833,239925,1778974574.8173335,1245.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1716,9801.817889213562,240000,1778974819.8263693,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_11_d367f90cf45cb969e756.mp4', 'sha256': 'd367f90cf45cb969e7561ec8d75018a91c7841063fc7012176241edadc134a43', 'size': 665005}",,,,,,,,,,,,,,,,
1717,9837.040041446686,240000,1778974855.0485215,,,,0.0005029902094975114,-0.009999999776482582,0.009999999776482582,-0.7973735332489014,2.664691925048828,,0.0,186.9600067138672,0.0,-1.7896000146865845,48.88888931274414,35.47999954223633,190.9499969482422,-1.8595000505447388,0.05000000074505806,0.0,0.6000000238418579,0.6000000238418579,0.07999999821186066,0.0,1.0,4.0
1718,9837.064073324203,240001,1778974855.0725534,1246.0,76.0,0.23999999463558197,,,,,,,,,,,,,,,,,,,,,,
1719,9838.860709190369,240201,1778974856.8691893,1247.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1720,9840.66841840744,240401,1778974858.6768985,1248.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1721,9841.536326408386,240500,1778974859.5448065,,,,0.0004233077052049339,-0.009999999776482582,0.009999999776482582,-0.7964439988136292,2.676342248916626,,,,,,,,,,,,,,,,,
1722,9842.46195602417,240601,1778974860.470436,1249.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1723,9844.174918413162,240801,1778974862.1833985,1250.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1724,9845.947886943817,241000,1778974863.956367,,,,0.00041113083716481924,-0.009999999776482582,0.009999999776482582,-0.7967036366462708,2.6708734035491943,,,,,,,,,,,,,,,,,
1725,9845.951889514923,241001,1778974863.9603696,1251.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1726,9847.7091319561,241201,1778974865.717612,1252.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1727,9849.423380851746,241401,1778974867.431861,1253.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1728,9850.255983829498,241500,1778974868.264464,,,,0.0005685848300345242,-0.009999999776482582,0.009999999776482582,-0.7960008978843689,2.675959587097168,,,,,,,,,,,,,,,,,
1729,9851.170759439468,241601,1778974869.1792395,1254.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1730,9853.084430456161,241801,1778974871.0929105,1255.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1731,9854.804380178452,242000,1778974872.8128603,,,,0.00027851140475831926,-0.009999999776482582,0.009999999776482582,-0.79677814245224,2.6759989261627197,,,,,,,,,,,,,,,,,
1732,9854.810383319855,242001,1778974872.8188634,1256.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1733,9856.644588947296,242201,1778974874.653069,1257.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1734,9858.44129562378,242401,1778974876.4497757,1258.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1735,9859.219022274017,242500,1778974877.2275023,,,,0.0002928195463027805,-0.009999999776482582,0.009999999776482582,-0.7966071963310242,2.6700708866119385,,,,,,,,,,,,,,,,,
1736,9860.088633060455,242601,1778974878.0971131,1259.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1737,9861.887716531754,242801,1778974879.8961966,1260.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1738,9863.709127664566,243000,1778974881.7176077,,,,0.0002895216748584062,-0.009999999776482582,0.009999999776482582,-0.7976701259613037,2.665837526321411,,,,,,,,,,,,,,,,,
1739,9863.712502479553,243001,1778974881.7209826,1261.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1740,9865.501024007797,243201,1778974883.509504,1262.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1741,9867.162430763245,243401,1778974885.1709108,1263.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1742,9868.049138784409,243500,1778974886.0576189,,,,0.00036512664519250393,-0.009999999776482582,0.009999999776482582,-0.7987356781959534,2.6661083698272705,,,,,,,,,,,,,,,,,
1743,9868.953713178635,243601,1778974886.9621933,1264.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1744,9870.66168498993,243801,1778974888.670165,1265.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1745,9870.982050657272,243837,1778974888.9905307,1266.0,36.0,0.6399999856948853,,,,,,,,,,,,,,,,,,,,,,
1746,9872.356711864471,244000,1778974890.365192,,,,0.00047487893607467413,-0.009999999776482582,0.009999999776482582,-0.7986820340156555,2.669948101043701,,,,,,,,,,,,,,,,,
1747,9872.625632762909,244037,1778974890.6341128,1267.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1748,9874.316777229309,244237,1778974892.3252573,1268.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1749,9876.076522827148,244437,1778974894.085003,1269.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1750,9876.745451688766,244500,1778974894.7539318,,,,0.0003241889353375882,-0.009999999776482582,0.009999999776482582,-0.8002496957778931,2.663496971130371,,,,,,,,,,,,,,,,,
1751,9877.889637708664,244637,1778974895.8981178,1270.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1752,9878.8583984375,244750,1778974896.8668785,1271.0,113.0,-0.12999999523162842,,,,,,,,,,,,,,,,,,,,,,
1753,9880.596514940262,244950,1778974898.604995,1272.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1754,9881.049198627472,245000,1778974899.0576787,,,,0.000318346283165738,-0.009999999776482582,0.009999999776482582,-0.7986165881156921,2.6563706398010254,,,,,,,,,,,,,,,,,
1755,9882.420273780823,245150,1778974900.4287539,1273.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1756,9884.102036476135,245350,1778974902.1105165,1274.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1757,9885.420835733414,245500,1778974903.4293158,,,,0.0002511180646251887,-0.009999999776482582,0.009999999776482582,-0.8001522421836853,2.662454605102539,,,,,,,,,,,,,,,,,
1758,9885.88755774498,245550,1778974903.8960378,1275.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1759,9887.620376825333,245750,1778974905.628857,1276.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1760,9889.328847646713,245950,1778974907.3373277,1277.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1761,9889.777148246765,246000,1778974907.7856283,,,,0.00031171971932053566,-0.009999999776482582,0.009999999776482582,-0.8001969456672668,2.6587963104248047,,,,,,,,,,,,,,,,,
1762,9891.052503824234,246150,1778974909.060984,1278.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1763,9892.677673101425,246350,1778974910.6861532,1279.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1764,9893.984238624573,246500,1778974911.9927187,,,,0.0003982654889114201,-0.009999999776482582,0.009999999776482582,-0.7988764047622681,2.661518096923828,,,,,,,,,,,,,,,,,
1765,9894.469537734985,246550,1778974912.4780178,1280.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1766,9896.077087640762,246750,1778974914.0855677,1281.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1767,9897.947008609772,246950,1778974915.9554887,1282.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1768,9898.361500024796,247000,1778974916.36998,,,,0.00040508940583094954,-0.009999999776482582,0.009999999776482582,-0.799386739730835,2.657177686691284,,,,,,,,,,,,,,,,,
1769,9899.760938167572,247150,1778974917.7694182,1283.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1770,9901.496293783188,247350,1778974919.5047739,1284.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1771,9902.75916671753,247500,1778974920.7676468,,,,0.0008350501302629709,-0.009999999776482582,0.009999999776482582,-0.7999929785728455,2.6600162982940674,,,,,,,,,,,,,,,,,
1772,9903.154315948486,247550,1778974921.162796,1285.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1773,9904.978512525558,247750,1778974922.9869926,1286.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1774,9906.664884328842,247950,1778974924.6733644,1287.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1775,9907.090052604675,248000,1778974925.0985327,,,,0.00045938516268506646,-0.009023437276482582,0.009999999776482582,-0.7999922633171082,2.6623077392578125,,,,,,,,,,,,,,,,,
1776,9908.401322364807,248150,1778974926.4098024,1288.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1777,9910.119168281555,248350,1778974928.1276484,1289.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1778,9911.465716123581,248500,1778974929.4741962,,,,0.00034151083673350513,-0.009999999776482582,0.009999999776482582,-0.8009113073348999,2.6572506427764893,,,,,,,,,,,,,,,,,
1779,9911.89118361473,248550,1778974929.8996637,1290.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1780,9913.677526950836,248750,1778974931.686007,1291.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1781,9915.335958242416,248950,1778974933.3444383,1292.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1782,9915.829730987549,249000,1778974933.838211,,,,0.00022123745293356478,-0.009999999776482582,0.009999999776482582,-0.7988113164901733,2.657867431640625,,,,,,,,,,,,,,,,,
1783,9917.047976016998,249150,1778974935.056456,1293.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1784,9918.643567562103,249350,1778974936.6520476,1294.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1785,9919.99176955223,249500,1778974938.0002496,,,,0.00027310560108162463,-0.009999999776482582,0.009999999776482582,-0.7992658019065857,2.6667628288269043,,,,,,,,,,,,,,,,,
1786,9920.391819477081,249550,1778974938.4002995,1295.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1787,9922.120645046234,249750,1778974940.129125,1296.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1788,9923.80626797676,249950,1778974941.814748,1297.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1789,9961.448572397232,250000,1778974979.4570525,,,,0.00041571250767447054,-0.009999999776482582,0.009999999776482582,-0.7993584275245667,2.656031608581543,,0.0,191.8000030517578,0.0,-1.8580000400543213,,35.13793182373047,,,,,,0.7200000286102295,0.05999999865889549,,,3.0
1790,9961.476425647736,250001,1778974979.4849057,1298.0,51.0,-0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,
1791,9963.205282449722,250201,1778974981.2137625,1299.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1792,9964.874307394028,250401,1778974982.8827875,1300.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1793,9965.714836597443,250500,1778974983.7233167,,,,0.00037369594792835414,-0.009999999776482582,0.009999999776482582,-0.8011860251426697,2.6556975841522217,,,,,,,,,,,,,,,,,
1794,9966.467502355576,250601,1778974984.4759824,1301.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1795,9968.157875299454,250801,1778974986.1663554,1302.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1796,9969.773641586304,251000,1778974987.7821217,,,,0.0003236881457269192,-0.009999999776482582,0.009999999776482582,-0.8012385964393616,2.6479363441467285,,,,,,,,,,,,,,,,,
1797,9969.784718513489,251001,1778974987.7931986,1303.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1798,9971.406368494034,251201,1778974989.4148486,1304.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1799,9971.622604846954,251227,1778974989.631085,1305.0,26.0,0.7400000095367432,,,,,,,,,,,,,,,,,,,,,,
1800,9973.286754369736,251427,1778974991.2952344,1306.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1801,9973.863040685654,251500,1778974991.8715208,,,,0.00041442521614953876,-0.009999999776482582,0.009999999776482582,-0.8009817600250244,2.644866943359375,,,,,,,,,,,,,,,,,
1802,9974.96216082573,251627,1778974992.970641,1307.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1803,9976.671240329742,251827,1778974994.6797204,1308.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1804,9978.103917837143,252000,1778974996.112398,,,,0.0011493489146232605,-0.009999999776482582,0.009999999776482582,-0.8019912242889404,2.6465983390808105,,,,,,,,,,,,,,,,,
1805,9978.29856801033,252027,1778974996.307048,1309.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1806,9979.925882816315,252227,1778974997.934363,1310.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1807,9981.547333240509,252427,1778974999.5558133,1311.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1808,9982.12241268158,252500,1778975000.1308928,,,,0.0021355170756578445,-0.009999999776482582,0.009999999776482582,-0.8021017909049988,2.6399154663085938,,,,,,,,,,,,,,,,,
1809,9983.158512115479,252627,1778975001.1669922,1312.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1810,9984.90014219284,252827,1778975002.9086223,1313.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,
1811,9986.310926675797,253000,1778975004.3194067,,,,0.0006685862317681313,-0.009999999776482582,0.009999999776482582,-0.801038920879364,2.640986919403076,,,,,,,,,,,,,,,,,
