_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/q_pred_mean,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
716,6487.650486946106,101670,1778877008.047086,528.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,6489.4301743507385,101870,1778877009.8267734,529.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,6490.71305847168,102000,1778877011.1096575,,,,9.334512895975422e-08,0.0005651807878166437,-0.010000000707805157,-0.009999999776482582,1.2498239811975509e-06,0.009999999776482582,-4.970601708009781e-07,-0.5657612085342407,3.2127134799957275,2.0223005492425727e-08,0.0,9.334513038083969e-07,0.010000000707805157,1.8807426727107668e-07,0.009999999776482582,1.2498253987303087e-08,-7.105427357601002e-15,1.4085600241742213e-07,-3.172065926445695e-17,8.079223334789276e-08,1.8807428503464507e-08,,,,,,,,,,,,,,,,,
719,6491.386863231659,102070,1778877011.7834623,530.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,6493.304567813873,102270,1778877013.7011669,531.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,6495.230029582977,102470,1778877015.6266286,532.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,6495.539489984512,102500,1778877015.936089,,,,9.334512895975422e-08,0.0012365963775664568,-0.010000000707805157,-0.009999999776482582,1.191473984363256e-06,0.009999999776482582,-4.970601708009781e-07,-0.5683523416519165,3.2041423320770264,2.0223005492425727e-08,0.0,9.334513038083969e-07,0.010000000707805157,1.8603934393013333e-07,0.009999999776482582,1.1914752739983214e-08,-6.597897074067487e-15,1.4140699988729466e-07,0.0,7.59027898311615e-08,1.8603934393013333e-08,,,,,,,,,,,,,,,,,
723,6497.134526014328,102670,1778877017.531125,533.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,6498.956729650497,102870,1778877019.3533287,534.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,6500.1865956783295,103000,1778877020.5831947,,,,9.307904491606678e-08,0.00033179629826918244,-0.010000000707805157,-0.009999999776482582,1.2781558780261548e-06,0.009999999776482582,-4.997210680812714e-07,-0.5685083270072937,3.2034974098205566,2.2883927641714763e-08,0.0,9.307904065281036e-07,0.010000000707805157,1.8911572396973497e-07,0.009999999776482582,1.2781572245046391e-08,-2.7914180417419913e-15,1.4377324930592295e-07,-2.537652741156556e-16,8.149072527885437e-08,1.8911574528601705e-08,,,,,,,,,,,,,,,,,
726,6500.808310270309,103070,1778877021.2049093,535.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,6502.683157444,103270,1778877023.0797565,536.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,6504.596563339233,103470,1778877024.9931624,537.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,6504.890827655792,103500,1778877025.2874267,,,,1.1702733360152706e-07,0.0007036426104605198,-0.010000000707805157,-0.009999999776482582,1.2717291610897519e-06,0.009999999776482582,-4.986567319065216e-07,-0.5711538791656494,3.200805902481079,2.1819557716185045e-08,0.0,1.170273321804416e-06,0.010000000707805157,1.9124234995615552e-07,0.009999999776482582,1.271730543095373e-08,2.537652688216997e-15,1.4486613508779556e-07,1.268826370578278e-16,8.12578946352005e-08,1.9124234640344184e-08,,,,,,,,,,,,,,,,,
730,6506.477976322174,103670,1778877026.8745754,538.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,6508.3267068862915,103870,1778877028.723306,539.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,6509.529454946518,104000,1778877029.926054,,,,1.890850995778237e-07,0.00048127828631550074,-0.010000000707805157,-0.009999999776482582,1.2043271908623865e-06,0.009999999776482582,-4.933348805025162e-07,-0.5706973075866699,3.204678773880005,1.6497715193963813e-08,0.0,1.8908509673565277e-06,0.010000000707805157,1.9276463092410268e-07,0.009999999776482582,1.2043284591811698e-08,-6.21724936141735e-15,1.5124729202398157e-07,-3.3306693385732656e-16,7.846392691135406e-08,1.9276463092410268e-08,,,,,,,,,,,,,,,,,
733,6510.168569803238,104070,1778877030.5651689,540.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,6511.923566579819,104270,1778877032.3201656,541.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,6513.820744037628,104470,1778877034.217343,542.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,6514.134461402893,104500,1778877034.5310605,,,,1.4025718542143295e-07,0.0003104870265815407,-0.010000000707805157,-0.009999999776482582,1.333161890215706e-06,0.009999999776482582,-5.047768354415894e-07,-0.5735895037651062,3.198828935623169,2.7939679014821195e-08,0.0,1.4025717973709106e-06,0.010000000707805157,2.0442234927031677e-07,0.009999999776482582,1.3331633574864554e-08,0.0,1.6342771402833023e-07,3.9650823253390577e-17,8.35862010717392e-08,2.044223634811715e-08,,,,,,,,,,,,,,,,,
737,6515.70402598381,104670,1778877036.100625,543.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,6517.617139816284,104870,1778877038.0137389,544.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,6518.743004798889,105000,1778877039.1396039,,,,6.9157351845206e-08,0.00037091030390001833,-0.010000000707805157,-0.009999999776482582,1.3301506669449736e-06,0.009999999776482582,-5.005193770557526e-07,-0.5744916796684265,3.199352741241455,2.3682202865416002e-08,0.0,6.915735184520599e-07,0.010000000707805157,1.9803246686933562e-07,0.009999999776482582,1.3301520773723041e-08,2.410770117333618e-15,1.50970336676437e-07,-1.5860329632228476e-17,8.638016879558563e-08,1.980324704220493e-08,,,,,,,,,,,,,,,,,
740,6519.320080280304,105070,1778877039.7166793,545.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,6519.735950946808,105110,1778877040.13255,546.0,40.0,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,6521.53206205368,105310,1778877041.928661,547.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,6523.388689756393,105500,1778877043.7852888,,,,1.167612353469849e-07,0.0002780666691251099,-0.010000000707805157,-0.009999999776482582,1.2354979617157369e-06,0.009999999776482582,-5.013176291868149e-07,-0.5782911777496338,3.1869518756866455,2.448047986547408e-08,0.0,1.1676123676807038e-06,0.010000000707805157,1.8992047046140215e-07,0.009999999776482582,1.2354992584562297e-08,2.537652741156556e-16,1.50821790612099e-07,4.758099055104665e-17,7.962808012962341e-08,1.8992047046140215e-08,,,,,,,,,,,,,,,,,
744,6523.467201948166,105510,1778877043.863801,548.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,6525.389018774033,105710,1778877045.7856178,549.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,6527.283177137375,105910,1778877047.6797762,550.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,6528.093937635422,106000,1778877048.4905367,,,,1.4084258737057098e-07,0.00020803164807148278,-0.010000000707805157,-0.009999999776482582,1.2250621921339189e-06,0.009999999776482582,-4.98922815950209e-07,-0.5781378149986267,3.1909568309783936,2.2085650641656684e-08,0.0,1.4084258737057098e-06,0.010000000707805157,1.8837050674846978e-07,0.009999999776482582,1.225063517296121e-08,-6.344131932300729e-15,1.393127178062059e-07,-5.392511909521559e-16,7.427297532558441e-08,1.8837051030118346e-08,,,,,,,,,,,,,,,,,
748,6529.047965288162,106110,1778877049.4445643,551.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,6530.865770816803,106310,1778877051.2623699,552.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,6532.6852605342865,106500,1778877053.0818596,,,,6.984919309616089e-08,0.0003504513297230005,-0.010000000707805157,-0.009999999776482582,1.1122225487270043e-06,0.009999999776482582,-4.936009645462036e-07,-0.5821029543876648,3.1847033500671387,1.6763806343078613e-08,0.0,6.984919309616089e-07,0.010000000707805157,1.7605552216082287e-07,0.009999999776482582,1.112223735333373e-08,0.0,1.3639166240864142e-07,4.520193970000534e-16,7.520429790019989e-08,1.7605550794996816e-08,,,,,,,,,,,,,,,,,
751,6532.779388189316,106510,1778877053.1759872,553.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,6534.715359210968,106710,1778877055.1119583,554.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,6535.122496128082,106751,1778877055.5190952,555.0,41.0,0.5899999737739563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,6537.222217559814,106951,1778877057.6188166,556.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,6537.4116134643555,106972,1778877057.8082125,557.0,21.0,0.7900000214576721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,6537.690315961838,107000,1778877058.086915,,,,9.318547711245628e-08,0.000677708478178829,-0.010000000707805157,-0.009999999776482582,1.1788939673351706e-06,0.009999999776482582,-4.986567319065216e-07,-0.581333339214325,3.1835811138153076,2.1819557716185045e-08,0.0,9.318547427028534e-07,0.010000000707805157,1.8483197550267505e-07,0.009999999776482582,1.1788952036795308e-08,2.537652688216997e-15,1.4253799918151344e-07,1.1102230246251565e-16,7.450580596923828e-08,1.8483198971352977e-08,,,,,,,,,,,,,,,,,
757,6539.289626598358,107172,1778877059.6862257,558.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,6541.1258137226105,107372,1778877061.5224128,559.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,6542.349852323532,107500,1778877062.7464514,,,,9.286616631243305e-08,0.0003833546652458608,-0.010000000707805157,-0.009999999776482582,1.2748414519592188e-06,0.009999999776482582,-5.018497972741898e-07,-0.5852535367012024,3.1843514442443848,2.501266394006052e-08,0.0,9.286616773351852e-07,0.010000000707805157,1.8918160549219465e-07,0.009999999776482582,1.2748428090958441e-08,-2.1570047638086237e-15,1.4578024831735092e-07,-2.0618428356460896e-16,8.335337042808533e-08,1.89181612597622e-08,,,,,,,,,,,,,,,,,
760,6542.986521482468,107572,1778877063.3831205,560.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,6544.751953601837,107772,1778877065.1485527,561.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,6546.653923273087,107972,1778877067.0505223,562.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,6546.9473605155945,108000,1778877067.3439596,,,,9.283955648697884e-08,0.0003611731808632612,-0.010000000707805157,-0.009999999776482582,1.2668765521084424e-06,0.009999999776482582,-5.021159381612961e-07,-0.5846178531646729,3.1790125370025635,2.527875686553216e-08,0.0,9.283955364480789e-07,0.010000000707805157,1.9064960099512973e-07,0.009999999776482582,1.2668779802993413e-08,1.2688263441084984e-15,1.4791014280035597e-07,-1.586032930135623e-16,7.986091077327728e-08,1.9064961165327077e-08,,,,,,,,,,,,,,,,,
764,6548.544023513794,108172,1778877068.9406226,563.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,6550.35551404953,108372,1778877070.752113,564.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,6551.554919719696,108500,1778877071.9515188,,,,1.4041683016330353e-07,0.0002399207733105868,-0.010000000707805157,-0.009999999776482582,1.3181467011236236e-06,0.009999999776482582,-5.031802743360458e-07,-0.5874950885772705,3.1767661571502686,2.6343125014705038e-08,0.0,1.4041683016330353e-06,0.010000000707805157,2.0213882123698568e-07,0.009999999776482582,1.318148168394373e-08,1.2688263441084984e-15,1.6029304106268683e-07,2.3790495275523326e-17,8.66129994392395e-08,2.0213882123698568e-08,,,,,,,,,,,,,,,,,
767,6552.233244895935,108572,1778877072.629844,565.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,6554.0452716350555,108772,1778877074.4418707,566.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,6555.89297580719,108972,1778877076.2895749,567.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,6556.174644231796,109000,1778877076.5712433,,,,1.1630888963054531e-07,0.0002856113133020699,-0.010000000707805157,-0.009999999776482582,1.2616022786460235e-06,0.009999999776482582,-5.05841228459758e-07,-0.588049054145813,3.1767542362213135,2.9004047163994073e-08,0.0,1.1630888820945984e-06,0.010000000707805157,1.9211024948617705e-07,0.009999999776482582,1.261603621571794e-08,1.7763568394002505e-15,1.533106228635006e-07,2.3790495275523326e-16,8.079223334789276e-08,1.921102565916044e-08,,,,,,,,,,,,,,,,,
771,6557.836111307144,109172,1778877078.2327104,568.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,6559.634827136993,109372,1778877080.0314262,569.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,6560.774545431137,109500,1778877081.1711445,,,,1.1662820043056854e-07,0.00023129640612751245,-0.010000000707805157,-0.009999999776482582,1.3195010524214013e-06,0.009999999776482582,-5.02648106248671e-07,-0.5920971035957336,3.1686501502990723,2.58109409401186e-08,0.0,1.1662820043056854e-06,0.010000000707805157,2.0126402944242727e-07,0.009999999776482582,1.3195024628487317e-08,-7.486075493767612e-15,1.548994106315149e-07,-4.0443840644900674e-16,8.288770914077759e-08,2.0126403654785463e-08,,,,,,,,,,,,,,,,,
774,6561.516621351242,109572,1778877081.9132204,570.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,6562.945638656616,109728,1778877083.3422377,571.0,156.0,-0.5600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,6564.763061761856,109928,1778877085.1596608,572.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,6602.526457309723,110000,1778877122.9230564,,,,1.8873917895234626e-07,0.00022533128503710032,-0.010000000707805157,-0.009999999776482582,1.210326104228443e-06,0.009999999776482582,-4.967940867572906e-07,-0.5918629765510559,3.1731953620910645,1.9956912566954088e-08,0.0,1.8873917042583344e-06,0.010000000707805157,1.9325968025896145e-07,0.009999999776482582,1.2103273938635084e-08,2.2838875464502393e-15,1.4790721536428464e-07,2.0618428356460896e-16,7.846392691135406e-08,1.9325968381167513e-08,,0.0,196.22000122070312,0.0,-1.9221999645233154,,17.363636016845703,,,,,,0.2800000011920929,0.03999999910593033,,,2.0
778,6602.555509567261,110001,1778877122.9521086,573.0,73.0,-0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,6604.424032688141,110201,1778877124.8206317,574.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,6606.218253135681,110401,1778877126.6148522,575.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,6607.135099649429,110500,1778877127.5316987,,,,1.1737326133243187e-07,0.000652975169941783,-0.010000000707805157,-0.009999999776482582,1.3008923360757763e-06,0.009999999776482582,-4.951975256517471e-07,-0.5946515202522278,3.1625771522521973,1.836036034319477e-08,0.0,1.1737325849026092e-06,0.010000000707805157,2.0018745772176771e-07,0.009999999776482582,1.3008937926883846e-08,-7.359193346400707e-15,1.5202094516553188e-07,-7.930164650678115e-17,8.451752364635468e-08,2.001874577217677e-08,,,,,,,,,,,,,,,,,
782,6608.065571784973,110601,1778877128.4621708,576.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,6609.355995178223,110746,1778877129.7525942,577.0,145.0,-0.44999998807907104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,6611.113620996475,110946,1778877131.51022,578.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,6611.6067271232605,111000,1778877132.0033262,,,,6.955649212159187e-08,0.00033336231717839837,-0.008883928880095482,-0.009023437276482582,1.1709221325872932e-06,0.009999999776482582,-4.965280027136032e-07,-0.5958734750747681,3.1704065799713135,1.9690821417839288e-08,0.03338900953531265,6.955648927942093e-07,0.011093751527369022,1.881307412077149e-07,0.9900000095367432,1.2989931796880683e-08,1.6494742685168717e-15,1.3739277449076326e-07,2.220446049250313e-16,8.12578946352005e-08,1.881307376550012e-08,,,,,,,,,,,,,,,,,
786,6612.85347533226,111146,1778877133.2500744,579.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,6614.59796500206,111346,1778877134.994564,580.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,6615.990726709366,111500,1778877136.3873258,,,,9.323869676336471e-08,0.0009526397916488349,-0.010000000707805157,-0.009999999776482582,1.167668187918025e-06,0.009999999776482582,-4.981245069757279e-07,-0.5988409519195557,3.1575732231140137,2.1287373641598606e-08,0.0,9.323869676336471e-07,0.010000000707805157,1.793200539168538e-07,0.009999999776482582,1.167669427815099e-08,-3.1720659661503645e-15,1.405477689786494e-07,-3.489272552177489e-16,7.566995918750763e-08,1.7932006102228115e-08,,,,,,,,,,,,,,,,,
789,6616.357603788376,111546,1778877136.7542028,581.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,6618.176223754883,111746,1778877138.5728228,582.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,6620.01161646843,111946,1778877140.4082155,583.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,6620.497153997421,112000,1778877140.893753,,,,1.1747969352882137e-07,0.0005683139897882938,-0.010000000707805157,-0.009999999776482582,1.1867638249896117e-06,0.009999999776482582,-4.941331326335785e-07,-0.5987054705619812,3.1585869789123535,1.7295992194021892e-08,0.0,1.174796921077359e-06,0.010000000707805157,1.8582285576940194e-07,0.009999999776482582,1.1867651750208097e-08,-2.7914180417419913e-15,1.3860895364814496e-07,-2.854859433062799e-16,7.334165275096893e-08,1.8582284155854722e-08,,,,,,,,,,,,,,,,,
793,6621.739637851715,112146,1778877142.136237,584.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,6623.465447425842,112346,1778877143.8620465,585.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,6624.792816400528,112500,1778877145.1894155,,,,1.890052629960337e-07,0.0009677307098172605,-0.010000000707805157,-0.009999999776482582,1.1753480748666334e-06,0.009999999776482582,-4.941331326335785e-07,-0.6026870608329773,3.1510708332061768,1.7295992194021892e-08,0.0,1.8900526583820465e-06,0.010000000707805157,1.8718350247581839e-07,0.009999999776482582,1.175349417792404e-08,-2.91830061262537e-15,1.4326768393857492e-07,-2.4583511343544443e-16,7.194466888904572e-08,1.8718349537039103e-08,,,,,,,,,,,,,,,,,
796,6625.225890636444,112546,1778877145.6224897,586.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,6627.082497119904,112746,1778877147.4790962,587.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,6628.9242951869965,112946,1778877149.3208942,588.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,6629.370149374008,113000,1778877149.7667484,,,,9.291938596334148e-08,0.0011193356476724148,-0.010000000707805157,-0.009999999776482582,1.2716578794425004e-06,0.009999999776482582,-5.013176291868149e-07,-0.6025885343551636,3.150890827178955,2.448047986547408e-08,0.0,9.291938454225601e-07,0.010000000707805157,1.9158341046932037e-07,0.009999999776482582,1.271659311186113e-08,1.0150610964626224e-15,1.517798722261432e-07,9.51619811020933e-17,8.195638656616211e-08,1.915834069166067e-08,,,,,,,,,,,,,,,,,
800,6630.602627754211,113146,1778877150.9992268,589.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,6632.343623638153,113346,1778877152.7402227,590.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,6633.69739484787,113500,1778877154.093994,,,,1.643917357796454e-07,0.0008693486452102661,-0.010000000707805157,-0.009999999776482582,1.2574623724503908e-06,0.009999999776482582,-5.018497972741898e-07,-0.6073388457298279,3.140753746032715,2.501266394006052e-08,0.0,1.6439173577964539e-06,0.010000000707805157,1.9544937401860807e-07,0.009999999776482582,1.2574637331397298e-08,-2.7914180417419913e-15,1.5779374962221482e-07,-2.3790495275523326e-16,8.312053978443146e-08,1.9544936336046703e-08,,,,,,,,,,,,,,,,,
803,6634.101741552353,113546,1778877154.4983406,591.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,6635.802432060242,113746,1778877156.199031,592.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,6637.647918462753,113946,1778877158.0445175,593.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,6638.127019643784,114000,1778877158.5236187,,,,1.8815377700320823e-07,0.0006174194859340787,-0.010000000707805157,-0.009999999776482582,1.2874332924184273e-06,0.009999999776482582,-5.02648106248671e-07,-0.6057281494140625,3.1437017917633057,2.58109409401186e-08,0.0,1.881537741610373e-06,0.010000000707805157,2.01578998826335e-07,0.009999999776482582,1.2874346921876167e-08,-7.105427357601002e-15,1.568952114894273e-07,-4.123685671292179e-16,7.939524948596954e-08,2.015790023790487e-08,,,,,,,,,,,,,,,,,
807,6639.414950847626,114146,1778877159.81155,594.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,6641.189785957336,114346,1778877161.586385,595.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,6642.633128166199,114500,1778877163.0297272,,,,1.4020396577052452e-07,0.0008495659567415714,-0.010000000707805157,-0.009999999776482582,1.237190645042574e-06,0.009999999776482582,-5.053090035289642e-07,-0.60938960313797,3.138607978820801,2.8471863089407634e-08,0.0,1.4020396292835358e-06,0.010000000707805157,1.9086489544406504e-07,0.009999999776482582,1.2371919488884942e-08,-3.3623898224754327e-15,1.544536019082443e-07,-2.3790495275523326e-17,8.568167686462402e-08,1.908648883386377e-08,,,,,,,,,,,,,,,,,
810,6642.996806144714,114546,1778877163.3934052,596.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,6644.721954345703,114746,1778877165.1185534,597.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,6644.944718122482,114773,1778877165.3413172,598.0,27.0,0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,6646.796139717102,114973,1778877167.1927388,599.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,6647.026642084122,115000,1778877167.4232411,,,,1.6409903480507637e-07,0.0007599986856803298,-0.010000000707805157,-0.009999999776482582,1.282438120142615e-06,0.009999999776482582,-5.047768354415894e-07,-0.6089890599250793,3.1366708278656006,2.7939679014821195e-08,0.0,1.6409903764724731e-06,0.010000000707805157,1.9747677981740708e-07,0.009999999776482582,1.2824395767552232e-08,0.0,1.6108380407331424e-07,3.172065926445695e-17,8.381903171539307e-08,1.974767904755481e-08,,,,,,,,,,,,,,,,,
815,6648.601800918579,115173,1778877168.9984,600.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,6650.463527679443,115373,1778877170.8601267,601.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,6651.540601730347,115500,1778877171.9372008,,,,1.8759497777409706e-07,0.00044103345135226846,-0.010000000707805157,-0.009999999776482582,1.3428018519334728e-06,0.009999999776482582,-5.082360416963638e-07,-0.6124404072761536,3.1352875232696533,3.139887638781147e-08,0.0,1.87594980616268e-06,0.010000000707805157,2.152703615365681e-07,0.009999999776482582,1.3428032907825127e-08,-6.597897074067487e-15,1.7603706226054783e-07,-3.3306693385732656e-16,8.963979780673981e-08,2.1527037930013648e-08,,,,,,,,,,,,,,,,,
818,6652.131590127945,115573,1778877172.5281892,602.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,6653.873728275299,115773,1778877174.2703273,603.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,6655.661088705063,115973,1778877176.0576878,604.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,6655.900614500046,116000,1778877176.2972136,,,,9.273312429058933e-08,0.00033881529816426337,-0.010000000707805157,-0.009999999776482582,1.2293801319174236e-06,0.009999999776482582,-5.031802743360458e-07,-0.6119515895843506,3.135418653488159,2.6343125014705038e-08,0.0,9.273312002733292e-07,0.010000000707805157,1.9216331281768362e-07,0.009999999776482582,1.2293814855013352e-08,1.2688263441084984e-15,1.49197759924391e-07,3.568574291328499e-17,8.195638656616211e-08,1.921633163703973e-08,,,,,,,,,,,,,,,,,
822,6657.392252206802,116173,1778877177.7888513,605.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,6659.232962608337,116373,1778877179.6295617,606.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
