_step,_runtime,global_step,_timestamp,train/episodes,train/episode_length,train/episode_return,train/info_gain_shaped_max_abs,train/world_model_loss,train/env_reward_mean,train/rewards_mean,train/info_gain_to_env_abs_ratio,train/epsilon,train/info_gain_clip_min,train/q_pred_mean,train/q_loss,train/info_gain_raw_mean,train/env_reward_std,train/info_gain_clip_max,train/env_reward_abs_mean,train/info_gain_raw_std,train/env_reward_max_abs,train/info_gain_shaped_abs_mean,train/info_gain_clip_mean,train/mi_raw_std,train/info_gain_shaped_mean,train/mi_raw_mean,train/info_gain_shaped_std,eval/video,eval/successes_strict,eval/ep_len_mean,eval/success_strict_rate,eval/return_mean,eval_video/time_to_first_band_entry_mean,eval/time_to_first_band_entry_mean,eval_video/ep_len_mean,eval_video/return_mean,eval_video/success_reach_rate,eval_video/success_strict_rate,eval_video/band_visits_mean,eval/band_visits_mean,eval/success_reach_rate,eval_video/successes_strict,eval_video/successes_reach,eval/successes_reach
2156,11247.350595712662,299500,1778881767.7471948,,,,4.895297820439737e-07,0.00043111242121085525,-0.010000000707805157,-0.009999999776482582,2.557992502261186e-06,0.009999999776482582,-5.88329783113295e-07,-0.8010264039039612,2.6090877056121826,1.1149262491016998e-07,0.0,4.895297479379224e-06,0.010000000707805157,4.540096085747791e-07,0.009999999776482582,2.5579954154864026e-08,-1.3703324431668489e-14,4.104924471448612e-07,-1.0150610964626224e-15,1.7904676496982574e-07,4.540096298910612e-08,,,,,,,,,,,,,,,,,
2157,11248.173454523087,299589,1778881768.5700536,1568.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,11249.99111700058,299789,1778881770.387716,1569.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,11251.721692085266,299989,1778881772.1182911,1570.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,11471.274542093277,300000,1778881991.6711411,,,,,,,,,,,,,,,,,,,,,,,,,"{'_type': 'video-file', 'path': 'media/videos/eval/video_14_761931ca68519d604533.mp4', 'sha256': '761931ca68519d6045339cf609edb5585d6a4315c566ad4cf870911b9c5c19cc', 'size': 647517}",,,,,,,,,,,,,,,,
2161,11506.42605471611,300000,1778882026.8226538,,,,5.141965289112704e-07,0.0008924700669012964,-0.010000000707805157,-0.009999999776482582,2.398818423898774e-06,0.009999999776482582,-5.800809503853088e-07,-0.8029477596282959,2.604408025741577,1.032437637604744e-07,0.0,5.141965175425867e-06,0.010000000707805157,4.252136136528861e-07,0.009999999776482582,2.3988210529068965e-08,-7.612958488167464e-15,3.9009745478324476e-07,-6.661338677146531e-16,1.6670674085617065e-07,4.2521360654745877e-08,,0.0,187.13999938964844,0.0,-1.771399974822998,43.599998474121094,32.482757568359375,169.75,-1.497499942779541,0.20000000298023224,0.0,1.350000023841858,1.5,0.10000000149011612,0.0,4.0,5.0
2162,11506.44170498848,300001,1778882026.838304,1571.0,12.0,-0.11999999731779099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,11508.38054394722,300201,1778882028.777143,1572.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,11510.119418382645,300401,1778882030.5160174,1573.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,11511.103707551956,300500,1778882031.5003066,,,,3.963442907206627e-07,0.0011941936099901795,-0.010000000707805157,-0.009999999776482582,2.2322378754324745e-06,0.009999999776482582,-5.665102094098984e-07,-0.804899275302887,2.6007587909698486,8.96730654176281e-08,0.0,3.963442850363208e-06,0.010000000707805157,3.778342829718895e-07,0.009999999776482582,2.232240348121195e-08,1.0150610964626224e-15,3.48729543020454e-07,-7.454354745167649e-16,1.594889909029007e-07,3.778342971827442e-08,,,,,,,,,,,,,,,,,
2166,11511.98978638649,300601,1778882032.3863854,1574.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,11513.815863847733,300801,1778882034.212463,1575.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,11515.727589130402,301000,1778882036.1241882,,,,4.412340501858125e-07,0.0004586116992868483,-0.010000000707805157,-0.009999999776482582,2.582481101853773e-06,0.009999999776482582,-5.944498866483627e-07,-0.8017664551734924,2.602142333984375,1.1761274265609245e-07,0.0,4.412340331327869e-06,0.010000000707805157,4.601788248237426e-07,0.009999999776482582,2.5824839156030066e-08,5.075305482313112e-16,4.3014244965888793e-07,-7.295751531563425e-16,1.8370337784290314e-07,4.601788106128879e-08,,,,,,,,,,,,,,,,,
2169,11515.733330488205,301001,1778882036.1299295,1576.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,11517.542719364166,301201,1778882037.9393184,1577.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,11519.297867298126,301401,1778882039.6944664,1578.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,11520.225050449371,301500,1778882040.6216495,,,,3.236478960388922e-07,0.0002973527880385518,-0.010000000707805157,-0.009999999776482582,2.4523633328499272e-06,0.009999999776482582,-5.782183052360779e-07,-0.8024204969406128,2.5994770526885986,1.0138111861124344e-07,0.0,3.236478960388922e-06,0.010000000707805157,3.848828953323391e-07,0.009999999776482582,2.452366132388306e-08,-1.0467817815351145e-14,3.417202094624372e-07,-2.537652741156556e-16,1.6996636986732483e-07,3.848829166486212e-08,,,,,,,,,,,,,,,,,
2173,11521.135014533997,301601,1778882041.5316136,1579.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,11523.012573719025,301801,1778882043.4091728,1580.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,11524.928527116776,302000,1778882045.3251262,,,,3.713316232278885e-07,0.00034481618786230683,-0.010000000707805157,-0.009999999776482582,2.351795046706684e-06,0.009999999776482582,-5.782183052360779e-07,-0.8049055337905884,2.5901191234588623,1.0138111861124344e-07,0.0,3.713316118592047e-06,0.010000000707805157,3.8947084135543264e-07,0.009999999776482582,2.351797512289977e-08,-9.89684561110123e-15,3.55958917452881e-07,-3.172065860271246e-16,1.6600824892520905e-07,3.8947085556628736e-08,,,,,,,,,,,,,,,,,
2176,11524.934268951416,302001,1778882045.330868,1581.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,11526.802697658539,302201,1778882047.1992967,1582.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,11527.539570569992,302273,1778882047.9361696,1583.0,72.0,0.2800000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,11529.422780036926,302473,1778882049.819379,1584.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,11529.684024572372,302500,1778882050.0806236,,,,4.414735030877637e-07,0.00025205634301528335,-0.010000000707805157,-0.009999999776482582,2.4511696210538503e-06,0.009999999776482582,-5.920550734117569e-07,-0.8033438324928284,2.586829423904419,1.152179152086319e-07,0.0,4.414735030877637e-06,0.010000000707805157,4.405842446431052e-07,0.009999999776482582,2.4511722429565452e-08,-1.3195794148134973e-14,4.0627446651342325e-07,-1.1102230246251565e-15,1.73225998878479e-07,4.40584280170242e-08,,,,,,,,,,,,,,,,,
2181,11531.342257738113,302673,1778882051.7388568,1585.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,11533.185358285904,302873,1778882053.5819573,1586.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,11534.331491231918,303000,1778882054.7280903,,,,5.1225401875854e-07,0.0004665933665819466,-0.010000000707805157,-0.009999999776482582,2.61955597125052e-06,0.009999999776482582,-5.995056540086807e-07,-0.8040226697921753,2.589533805847168,1.2266849580555572e-07,0.0,5.1225401875854e-06,0.010000000707805157,4.938182200930896e-07,0.009999999776482582,2.619558792105181e-08,-1.3195794148134973e-14,4.5383649194263853e-07,-1.1102230246251565e-15,1.8137507140636444e-07,4.9381821298766226e-08,,,,,,,,,,,,,,,,,
2184,11534.970434188843,303073,1778882055.3670332,1587.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,11536.943331003189,303273,1778882057.33993,1588.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,11538.839672803879,303473,1778882059.2362719,1589.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,11539.13947725296,303500,1778882059.5360763,,,,5.143029397913779e-07,0.0003929979866370559,-0.010000000707805157,-0.009999999776482582,2.3887448605819372e-06,0.009999999776482582,-5.790165573671402e-07,-0.8061212301254272,2.58420991897583,1.021793991640152e-07,0.0,5.143029284226941e-06,0.010000000707805157,4.2740461481116654e-07,0.009999999776482582,2.3887475109063416e-08,-1.3195794148134973e-14,3.9182506839097186e-07,-1.0150610964626224e-15,1.6880221664905548e-07,4.274046716545854e-08,,,,,,,,,,,,,,,,,
2188,11540.671438217163,303673,1778882061.0680373,1590.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,11542.512855052948,303873,1778882062.909454,1591.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,11543.673716783524,304000,1778882064.0703158,,,,2.5278754378632584e-07,0.00018735018966253847,-0.010000000707805157,-0.009999999776482582,2.2837098185846116e-06,0.009999999776482582,-5.715659767702164e-07,-0.8033591508865356,2.583237409591675,9.472881146166401e-08,0.0,2.5278754947066773e-06,0.010000000707805157,3.578543044113758e-07,0.009999999776482582,2.2837124191710245e-08,-5.7097186543673614e-15,3.216508730474743e-07,-6.502734934146716e-16,1.6647391021251678e-07,3.578542973059484e-08,,,,,,,,,,,,,,,,,
2191,11544.314923286438,304073,1778882064.7115223,1592.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,11546.180331707,304273,1778882066.5769308,1593.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,11548.099547624588,304473,1778882068.4961467,1594.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,11548.327498197556,304500,1778882068.7240973,,,,3.2178525088966126e-07,0.00038684491300955415,-0.010000000707805157,-0.009999999776482582,2.6877537493419368e-06,0.009999999776482582,-5.968447567283874e-07,-0.8030469417572021,2.5963923931121826,1.20007570103553e-07,0.0,3.2178525088966126e-06,0.010000000707805157,4.529553905285866e-07,0.009999999776482582,2.6877566838834355e-08,-1.0785024030801355e-14,4.140414944231452e-07,-1.586032930135623e-16,1.9511207938194275e-07,4.5295539763401393e-08,,,,,,,,,,,,,,,,,
2195,11549.923277139664,304673,1778882070.3198762,1595.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,11550.605147600174,304752,1778882071.0017467,1596.0,79.0,0.20999999344348907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,11552.401558160782,304952,1778882072.7981572,1597.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,11552.848916769028,305000,1778882073.2455158,,,,4.1832350916592986e-07,0.00020848706481046975,-0.010000000707805157,-0.009999999776482582,2.4528565063519636e-06,0.009999999776482582,-5.85136660902208e-07,-0.8043218851089478,2.5845959186553955,1.0829951690993767e-07,0.0,4.183234977972461e-06,0.010000000707805157,4.1096063796430826e-07,0.009999999776482582,2.4528592490469237e-08,0.0,3.7720454315604e-07,-6.978545104354978e-16,1.7439015209674835e-07,4.10960652175163e-08,,,,,,,,,,,,,,,,,
2199,11554.2373316288,305152,1778882074.6339307,1598.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,11556.10237455368,305352,1778882076.4989736,1599.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,11556.82930636406,305430,1778882077.2259054,1600.0,78.0,0.2199999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,11557.495873689651,305500,1778882077.8924727,,,,3.701075854678493e-07,0.00017080450197681785,-0.010000000707805157,-0.009999999776482582,2.4715780000406085e-06,0.009999999776482582,-5.904585123062134e-07,-0.8063489198684692,2.5817861557006836,1.1362136120851574e-07,0.0,3.7010759115219116e-06,0.010000000707805157,4.2218346152367303e-07,0.009999999776482582,2.4715808066844147e-08,0.0,3.858416164348455e-07,6.34413185289139e-17,1.708976924419403e-07,4.22183461523673e-08,,,,,,,,,,,,,,,,,
2203,11558.672790050507,305630,1778882079.069389,1601.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,11560.62026143074,305830,1778882081.0168605,1602.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,11562.199191570282,306000,1778882082.5957906,,,,5.371336442294705e-07,0.00020341257913969457,-0.010000000707805157,-0.009999999776482582,2.4731220946705434e-06,0.009999999776482582,-5.891280352443573e-07,-0.805240273475647,2.5825157165527344,1.1229089835751438e-07,0.0,5.371336555981543e-06,0.010000000707805157,4.21261148630947e-07,0.009999999776482582,2.4731248160492214e-08,-7.612958488167464e-15,3.9417037100974994e-07,-9.51619811020933e-16,1.7648562788963318e-07,4.2126110599838285e-08,,,,,,,,,,,,,,,,,
2206,11562.456304073334,306030,1778882082.8529031,1603.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,11563.051941633224,306087,1778882083.4485407,1604.0,57.0,0.4300000071525574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,11565.036023139954,306287,1778882085.4326222,1605.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,11565.479131937027,306332,1778882085.875731,1606.0,45.0,0.550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,11566.952089548111,306500,1778882087.3486886,,,,4.4264430698603974e-07,0.0005350712453946471,-0.010000000707805157,-0.009999999776482582,2.401075562374899e-06,0.009999999776482582,-5.803470344289963e-07,-0.8058157563209534,2.58535099029541,1.035098549095892e-07,0.0,4.42644295617356e-06,0.010000000707805157,4.2117596876778407e-07,0.009999999776482582,2.4010780919070385e-08,0.0,3.8551101511075103e-07,-4.2822888848964027e-16,1.6903504729270935e-07,4.211759829786388e-08,,,,,,,,,,,,,,,,,
2211,11567.220896482468,306532,1778882087.6174955,1607.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,11569.192739009857,306732,1778882089.589338,1608.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,11570.651503801346,306895,1778882091.0481029,1609.0,163.0,-0.6299999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,11571.373445987701,306965,1778882091.770045,1610.0,70.0,0.30000001192092896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,11571.672290086746,307000,1778882092.0688891,,,,3.7143806252970535e-07,0.0006503026816062629,-0.010000000707805157,-0.009999999776482582,2.33053719966847e-06,0.009999999776482582,-5.771539122179092e-07,-0.8057901263237,2.5815181732177734,1.0031674690935688e-07,0.0,3.714380454766797e-06,0.010000000707805157,3.905593928266171e-07,0.009999999776482582,2.3305398499928742e-08,-5.329070941717225e-15,3.556323235898162e-07,-5.392511909521559e-16,1.6111880540847778e-07,3.905594070374718e-08,,,,,,,,,,,,,,,,,
2216,11573.140410900116,307165,1778882093.53701,1611.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,11575.108529567719,307365,1778882095.5051286,1612.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,11576.07618689537,307472,1778882096.472786,1613.0,107.0,-0.07000000029802322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,11576.375349283218,307500,1778882096.7719483,,,,6.34044397429534e-07,0.0009625226375646889,-0.010000000707805157,-0.009999999776482582,2.2868937321618432e-06,0.009999999776482582,-5.736947059631348e-07,-0.8059908151626587,2.590503692626953,9.685755486543712e-08,0.0,6.340444087982178e-06,0.010000000707805157,4.3041441699642746e-07,0.009999999776482582,2.2868961835342816e-08,0.0,3.976463744947978e-07,-3.489272552177489e-16,1.648440957069397e-07,4.304144241018548e-08,,,,,,,,,,,,,,,,,
2220,11577.860520601273,307672,1778882098.2571197,1614.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,11579.826824903488,307872,1778882100.223424,1615.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,11580.977070093155,308000,1778882101.3736691,,,,3.2263673688248673e-07,0.00044324022019281983,-0.010000000707805157,-0.009999999776482582,2.51258461503312e-06,0.009999999776482582,-5.88329783113295e-07,-0.8041052222251892,2.587656021118164,1.1149262491016998e-07,0.0,3.226367425668286e-06,0.010000000707805157,4.328349518800678e-07,0.009999999776482582,2.5125872937792337e-08,-1.3703324431668489e-14,3.954069711653574e-07,-1.1102230246251565e-15,1.7951242625713348e-07,4.328349589854952e-08,,,,,,,,,,,,,,,,,
2223,11581.606435060501,308072,1778882102.003034,1616.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,11583.497800588608,308272,1778882103.8943996,1617.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,11585.288888931274,308472,1778882105.685488,1618.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,11585.627012014389,308500,1778882106.023611,,,,3.715178706897859e-07,0.00023858407803345472,-0.010000000707805157,-0.009999999776482582,2.343616415600991e-06,0.009999999776482582,-8.147742391884094e-07,-0.8065640926361084,2.582841157913208,9.951847346201248e-08,0.0,3.715178763741278e-06,0.010000000707805157,3.8280850844785164e-07,0.009999999776482582,2.3436189877656943e-08,-1.0150610752867988e-14,3.5250951668786e-07,-8.247371342584358e-16,1.6833655536174774e-07,3.8280852265870635e-08,,,,,,,,,,,,,,,,,
2227,11587.308222532272,308672,1778882107.7048216,1619.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,11589.149000644684,308872,1778882109.5455997,1620.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,11590.288368463516,309000,1778882110.6849675,,,,3.9527989770249405e-07,0.0004165360005572438,-0.010000000707805157,-0.009999999776482582,2.3333584522333695e-06,0.009999999776482582,-5.771539122179092e-07,-0.8045430779457092,2.584397077560425,1.0031674690935688e-07,0.0,3.952799033868359e-06,0.010000000707805157,3.993935138169036e-07,0.009999999776482582,2.3333610599252097e-08,-5.075305376433994e-15,3.6731643149323645e-07,-3.489272552177489e-16,1.7369166016578674e-07,3.993935138169036e-08,,,,,,,,,,,,,,,,,
2230,11590.889451503754,309072,1778882111.2860506,1621.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,11592.696193933487,309266,1778882113.092793,1622.0,194.0,-0.9399999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,11594.653954982758,309466,1778882115.050554,1623.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,11594.9684715271,309500,1778882115.3650706,,,,3.0044466825529526e-07,0.0002216291322838515,-0.010000000707805157,-0.009999999776482582,2.2108908979134867e-06,0.009999999776482582,-5.718320608139038e-07,-0.8067315220832825,2.5841031074523926,9.499490971620617e-08,0.0,3.0044466257095337e-06,0.010000000707805157,3.488961226594256e-07,0.009999999776482582,2.2108933350750704e-08,-2.537652741156556e-16,3.189768733591336e-07,7.930164650678115e-17,1.5343539416790009e-07,3.4889616529198975e-08,,,,,,,,,,,,,,,,,
2234,11596.536923885345,309666,1778882116.933523,1624.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,11598.341048955917,309866,1778882118.737648,1625.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,11637.440557718277,310000,1778882157.8371568,,,,2.2998345627911476e-07,0.00020304464851506054,-0.010000000707805157,-0.009999999776482582,2.1688447304768488e-06,0.009999999776482582,-7.996069371074555e-07,-0.8020097613334656,2.589505434036255,8.435122111905002e-08,0.0,2.2998344775260193e-06,0.010000000707805157,3.3366123375344614e-07,0.009999999776482582,2.1688471463221504e-08,-5.582836083483983e-15,3.0159100106175174e-07,-9.198991683000883e-16,1.5529803931713104e-07,3.336612053317367e-08,,0.0,189.82000732421875,0.0,-1.8381999731063843,,32.72222137451172,,,,,,0.9599999785423279,0.05999999865889549,,,3.0
2237,11637.467858314514,310001,1778882157.8644574,1626.0,135.0,-1.350000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,11639.315456151962,310201,1778882159.7120552,1627.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,11641.157589912415,310401,1778882161.554189,1628.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,11641.971513748169,310500,1778882162.3681128,,,,5.380383640840591e-07,0.00017022024258039892,-0.010000000707805157,-0.009999999776482582,2.3840646008466138e-06,0.009999999776482582,-5.800809503853088e-07,-0.8029177188873291,2.600707530975342,1.032437637604744e-07,0.0,5.380383754527429e-06,0.010000000707805157,4.3713168906833744e-07,0.009999999776482582,2.38406716590589e-08,-8.628019055234495e-15,4.028387365906383e-07,-7.930164915375911e-16,1.6670674085617065e-07,4.371316464357733e-08,,,,,,,,,,,,,,,,,
2241,11642.8255777359,310601,1778882163.2221768,1629.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,11644.564238786697,310801,1778882164.9608378,1630.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,11646.23672747612,311000,1778882166.6333265,,,,3.4735671761154663e-07,0.00016081970534287393,-0.010000000707805157,-0.009999999776482582,2.4795961053314386e-06,0.009999999776482582,-5.795487254545151e-07,-0.8012234568595886,2.5951435565948486,1.027115814622448e-07,0.0,3.4735671761154663e-06,0.010000000707805157,3.9870479895398603e-07,0.009999999776482582,2.4795989261860996e-08,5.075305482313112e-16,3.574531888261845e-07,-3.172065860271246e-16,1.7508864402770996e-07,3.987048202702681e-08,,,,,,,,,,,,,,,,,
2244,11646.242470741272,311001,1778882166.6390698,1631.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,11648.018587827682,311201,1778882168.415187,1632.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,11649.781106472015,311401,1778882170.1777055,1633.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,11650.711731910706,311500,1778882171.108331,,,,3.7175738043515594e-07,0.0001899681519716978,-0.010000000707805157,-0.009999999776482582,2.2988972432358423e-06,0.009999999776482582,-8.123793691083847e-07,-0.8016830682754517,2.601072072982788,9.712364601455192e-08,0.0,3.7175736906647217e-06,0.010000000707805157,3.840017654965777e-07,0.009999999776482582,2.298899737240845e-08,7.612958488167464e-16,3.4637679391380516e-07,-7.930164915375911e-16,1.5622936189174652e-07,3.840017726020051e-08,,,,,,,,,,,,,,,,,
2248,11651.607064008713,311601,1778882172.003663,1634.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,11651.813182353973,311628,1778882172.2097814,1635.0,27.0,0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,11652.044450998306,311651,1778882172.44105,1636.0,23.0,0.7699999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,11653.82350230217,311851,1778882174.2201014,1637.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,11655.122391462326,312000,1778882175.5189905,,,,3.4719707286967605e-07,0.00016489705012645572,-0.010000000707805157,-0.009999999776482582,2.51190749622765e-06,0.009999999776482582,-5.811452865600586e-07,-0.8021497130393982,2.6024608612060547,1.0430813546236095e-07,0.0,3.471970558166504e-06,0.010000000707805157,4.1635732372924394e-07,0.009999999776482582,2.5119101465520544e-08,0.0,3.736059852599283e-07,1.268826370578278e-16,1.7764978110790253e-07,4.163572953075345e-08,,,,,,,,,,,,,,,,,
2253,11655.543462991714,312051,1778882175.940062,1638.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,11657.43822145462,312251,1778882177.8348205,1639.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,11659.241303682327,312451,1778882179.6379027,1640.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,11659.65293598175,312500,1778882180.049535,,,,2.763899544788728e-07,0.00023881264496594667,-0.010000000707805157,-0.009999999776482582,2.277218072777032e-06,0.009999999776482582,-8.123793691083847e-07,-0.8033736348152161,2.5916404724121094,9.712364601455192e-08,0.0,2.7638993742584717e-06,0.010000000707805157,3.492190785436833e-07,0.009999999776482582,2.2772205454657524e-08,1.7763568394002505e-15,3.188062862591323e-07,-6.978545104354978e-16,1.6205012798309326e-07,3.492190714382559e-08,,,,,,,,,,,,,,,,,
2257,11660.981364011765,312651,1778882181.377963,1641.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,11662.694853782654,312851,1778882183.0914528,1642.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,11663.980898141861,313000,1778882184.3774972,,,,2.2974397495545418e-07,0.000247639836743474,-0.010000000707805157,-0.009999999776482582,2.2159990749059943e-06,0.009999999776482582,-1.994094645851874e-06,-0.8030545115470886,2.6042327880859375,8.674604856651058e-08,0.0,2.297439777976251e-06,0.010000000707805157,3.3843198821159604e-07,0.009999999776482582,2.2160014268024497e-08,5.075305482313112e-16,2.990168184169306e-07,-2.854859433062799e-16,1.5669502317905426e-07,3.3843196689531396e-08,,,,,,,,,,,,,,,,,
2260,11664.374135255814,313051,1778882184.7707343,1643.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,11666.113822221756,313251,1778882186.5104213,1644.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,11667.936804294586,313451,1778882188.3334033,1645.0,200.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
